n_bin,bin,bin_from,bin_to,bin_size,variable,ppt_djf,ppt_jja
4179,"(499.5,499.525]",499.5,499.525,0.025,ppt,5.388802069299995e-5,0
4180,"(499.575,499.6]",499.575,499.6,0.025,ppt,3.125505200193997e-4,0
4181,"(499.675,499.7]",499.675,499.7,0.025,ppt,2.4788489518779973e-4,0
4182,"(499.7,499.725]",499.7,499.725,0.025,ppt,8.622083310879991e-5,0
4183,"(499.775,499.8]",499.775,499.8,0.025,ppt,2.155520827719998e-4,0
4184,"(499.8,499.825]",499.8,499.825,0.025,ppt,3.2332812415799966e-5,0
4185,"(499.875,499.9]",499.875,499.9,0.025,ppt,2.586624993263997e-4,0
4186,"(499.975,500]",499.975,500,0.025,ppt,3.341057282965997e-4,0
4187,"(500,500.025]",500,500.025,0.025,ppt,6.466562483159993e-5,0
4188,"(500.075,500.1]",500.075,500.1,0.025,ppt,3.341057282965997e-4,0
4189,"(500.175,500.2]",500.175,500.2,0.025,ppt,2.155520827719998e-4,0
4190,"(500.2,500.225]",500.2,500.225,0.025,ppt,1.5088645794039985e-4,0
4191,"(500.275,500.3]",500.275,500.3,0.025,ppt,2.909953117421997e-4,0
4192,"(500.3,500.325]",500.3,500.325,0.025,ppt,5.388802069299995e-5,0
4193,"(500.375,500.4]",500.375,500.4,0.025,ppt,2.802177076035997e-4,0
4194,"(500.475,500.5]",500.475,500.5,0.025,ppt,2.155520827719998e-4,0
4195,"(500.5,500.525]",500.5,500.525,0.025,ppt,1.2933124966319986e-4,0
4196,"(500.575,500.6]",500.575,500.6,0.025,ppt,3.125505200193997e-4,0
4197,"(500.675,500.7]",500.675,500.7,0.025,ppt,2.3710729104919976e-4,0
4198,"(500.7,500.725]",500.7,500.725,0.025,ppt,1.2933124966319986e-4,0
4199,"(500.775,500.8]",500.775,500.8,0.025,ppt,3.017729158807997e-4,0
4200,"(500.8,500.825]",500.8,500.825,0.025,ppt,7.544322897019993e-5,0
4201,"(500.875,500.9]",500.875,500.9,0.025,ppt,3.987713531281996e-4,0
4202,"(500.975,501]",500.975,501,0.025,ppt,2.4788489518779973e-4,0
4203,"(501,501.025]",501,501.025,0.025,ppt,1.077760413859999e-4,0
4204,"(501.075,501.1]",501.075,501.1,0.025,ppt,3.5566093657379963e-4,0
4205,"(501.175,501.2]",501.175,501.2,0.025,ppt,1.7244166621759982e-4,0
4206,"(501.2,501.225]",501.2,501.225,0.025,ppt,7.544322897019993e-5,0
4207,"(501.275,501.3]",501.275,501.3,0.025,ppt,2.047744786333998e-4,0
4208,"(501.3,501.325]",501.3,501.325,0.025,ppt,1.0777604138599989e-5,0
4209,"(501.375,501.4]",501.375,501.4,0.025,ppt,3.233281241579997e-4,0
4210,"(501.475,501.5]",501.475,501.5,0.025,ppt,2.694401034649997e-4,0
4211,"(501.5,501.525]",501.5,501.525,0.025,ppt,8.622083310879991e-5,0
4212,"(501.575,501.6]",501.575,501.6,0.025,ppt,3.772161448509996e-4,0
4213,"(501.675,501.7]",501.675,501.7,0.025,ppt,1.1855364552459988e-4,0
4214,"(501.7,501.725]",501.7,501.725,0.025,ppt,1.6166406207899985e-4,0
4215,"(501.775,501.8]",501.775,501.8,0.025,ppt,2.694401034649997e-4,0
4216,"(501.8,501.825]",501.8,501.825,0.025,ppt,4.3110416554399954e-5,0
4217,"(501.875,501.9]",501.875,501.9,0.025,ppt,2.802177076035997e-4,0
4218,"(501.975,502]",501.975,502,0.025,ppt,2.155520827719998e-4,0
4219,"(502,502.025]",502,502.025,0.025,ppt,5.388802069299995e-5,0
4220,"(502.075,502.1]",502.075,502.1,0.025,ppt,3.772161448509996e-4,0
4221,"(502.175,502.2]",502.175,502.2,0.025,ppt,1.7244166621759982e-4,0
4222,"(502.2,502.225]",502.2,502.225,0.025,ppt,8.622083310879991e-5,0
4223,"(502.275,502.3]",502.275,502.3,0.025,ppt,2.694401034649997e-4,0
4224,"(502.3,502.325]",502.3,502.325,0.025,ppt,3.2332812415799966e-5,0
4225,"(502.375,502.4]",502.375,502.4,0.025,ppt,2.802177076035997e-4,0
4226,"(502.475,502.5]",502.475,502.5,0.025,ppt,2.802177076035997e-4,0
4227,"(502.5,502.525]",502.5,502.525,0.025,ppt,8.622083310879991e-5,0
4228,"(502.575,502.6]",502.575,502.6,0.025,ppt,3.4488333243519963e-4,0
4229,"(502.675,502.7]",502.675,502.7,0.025,ppt,1.6166406207899985e-4,0
4230,"(502.7,502.725]",502.7,502.725,0.025,ppt,8.622083310879991e-5,0
4231,"(502.775,502.8]",502.775,502.8,0.025,ppt,3.233281241579997e-4,0
4232,"(502.8,502.825]",502.8,502.825,0.025,ppt,8.622083310879991e-5,0
4233,"(502.875,502.9]",502.875,502.9,0.025,ppt,2.586624993263997e-4,0
4234,"(502.975,503]",502.975,503,0.025,ppt,2.3710729104919976e-4,0
4235,"(503,503.025]",503,503.025,0.025,ppt,8.622083310879991e-5,0
4236,"(503.075,503.1]",503.075,503.1,0.025,ppt,3.5566093657379963e-4,0
4237,"(503.175,503.2]",503.175,503.2,0.025,ppt,1.6166406207899985e-4,0
4238,"(503.2,503.225]",503.2,503.225,0.025,ppt,9.69984372473999e-5,0
4239,"(503.275,503.3]",503.275,503.3,0.025,ppt,1.7244166621759982e-4,0
4240,"(503.3,503.325]",503.3,503.325,0.025,ppt,6.466562483159993e-5,0
4241,"(503.375,503.4]",503.375,503.4,0.025,ppt,2.586624993263997e-4,0
4242,"(503.475,503.5]",503.475,503.5,0.025,ppt,1.5088645794039985e-4,0
4243,"(503.5,503.525]",503.5,503.525,0.025,ppt,7.544322897019993e-5,0
4244,"(503.575,503.6]",503.575,503.6,0.025,ppt,3.5566093657379963e-4,0
4245,"(503.675,503.7]",503.675,503.7,0.025,ppt,1.4010885380179986e-4,0
4246,"(503.7,503.725]",503.7,503.725,0.025,ppt,1.5088645794039985e-4,0
4247,"(503.775,503.8]",503.775,503.8,0.025,ppt,2.3710729104919976e-4,0
4248,"(503.8,503.825]",503.8,503.825,0.025,ppt,7.544322897019993e-5,0
4249,"(503.875,503.9]",503.875,503.9,0.025,ppt,3.233281241579997e-4,0
4250,"(503.975,504]",503.975,504,0.025,ppt,1.832192703561998e-4,0
4251,"(504,504.025]",504,504.025,0.025,ppt,3.2332812415799966e-5,0
4252,"(504.075,504.1]",504.075,504.1,0.025,ppt,3.341057282965997e-4,0
4253,"(504.175,504.2]",504.175,504.2,0.025,ppt,1.1855364552459988e-4,0
4254,"(504.2,504.225]",504.2,504.225,0.025,ppt,1.2933124966319986e-4,0
4255,"(504.275,504.3]",504.275,504.3,0.025,ppt,3.125505200193997e-4,0
4256,"(504.3,504.325]",504.3,504.325,0.025,ppt,5.388802069299995e-5,0
4257,"(504.375,504.4]",504.375,504.4,0.025,ppt,3.233281241579997e-4,0
4258,"(504.475,504.5]",504.475,504.5,0.025,ppt,2.2632968691059977e-4,0
4259,"(504.5,504.525]",504.5,504.525,0.025,ppt,7.544322897019993e-5,0
4260,"(504.575,504.6]",504.575,504.6,0.025,ppt,3.4488333243519963e-4,0
4261,"(504.675,504.7]",504.675,504.7,0.025,ppt,1.7244166621759982e-4,0
4262,"(504.7,504.725]",504.7,504.725,0.025,ppt,6.466562483159993e-5,0
4263,"(504.775,504.8]",504.775,504.8,0.025,ppt,1.7244166621759982e-4,0
4264,"(504.8,504.825]",504.8,504.825,0.025,ppt,7.544322897019993e-5,0
4265,"(504.875,504.9]",504.875,504.9,0.025,ppt,2.909953117421997e-4,0
4266,"(504.975,505]",504.975,505,0.025,ppt,1.7244166621759982e-4,0
4267,"(505,505.025]",505,505.025,0.025,ppt,5.388802069299995e-5,0
4268,"(505.075,505.1]",505.075,505.1,0.025,ppt,3.4488333243519963e-4,0
4269,"(505.175,505.2]",505.175,505.2,0.025,ppt,2.2632968691059977e-4,0
4270,"(505.2,505.225]",505.2,505.225,0.025,ppt,1.4010885380179986e-4,0
4271,"(505.275,505.3]",505.275,505.3,0.025,ppt,2.047744786333998e-4,0
4272,"(505.3,505.325]",505.3,505.325,0.025,ppt,4.3110416554399954e-5,0
4273,"(505.375,505.4]",505.375,505.4,0.025,ppt,2.586624993263997e-4,0
4274,"(505.475,505.5]",505.475,505.5,0.025,ppt,2.155520827719998e-4,0
4275,"(505.5,505.525]",505.5,505.525,0.025,ppt,5.388802069299995e-5,0
4276,"(505.575,505.6]",505.575,505.6,0.025,ppt,2.586624993263997e-4,0
4277,"(505.675,505.7]",505.675,505.7,0.025,ppt,1.7244166621759982e-4,0
4278,"(505.7,505.725]",505.7,505.725,0.025,ppt,1.7244166621759982e-4,0
4279,"(505.775,505.8]",505.775,505.8,0.025,ppt,2.4788489518779973e-4,0
4280,"(505.8,505.825]",505.8,505.825,0.025,ppt,6.466562483159993e-5,0
4281,"(505.875,505.9]",505.875,505.9,0.025,ppt,1.939968744947998e-4,0
4282,"(505.975,506]",505.975,506,0.025,ppt,1.939968744947998e-4,0
4283,"(506,506.025]",506,506.025,0.025,ppt,6.466562483159993e-5,0
4284,"(506.075,506.1]",506.075,506.1,0.025,ppt,3.233281241579997e-4,0
4285,"(506.175,506.2]",506.175,506.2,0.025,ppt,7.544322897019993e-5,0
4286,"(506.2,506.225]",506.2,506.225,0.025,ppt,1.4010885380179986e-4,0
4287,"(506.275,506.3]",506.275,506.3,0.025,ppt,1.939968744947998e-4,0
4288,"(506.3,506.325]",506.3,506.325,0.025,ppt,6.466562483159993e-5,0
4289,"(506.375,506.4]",506.375,506.4,0.025,ppt,2.155520827719998e-4,0
4290,"(506.475,506.5]",506.475,506.5,0.025,ppt,2.586624993263997e-4,0
4291,"(506.5,506.525]",506.5,506.525,0.025,ppt,3.2332812415799966e-5,0
4292,"(506.575,506.6]",506.575,506.6,0.025,ppt,3.125505200193997e-4,0
4293,"(506.675,506.7]",506.675,506.7,0.025,ppt,2.2632968691059977e-4,0
4294,"(506.7,506.725]",506.7,506.725,0.025,ppt,1.1855364552459988e-4,0
4295,"(506.775,506.8]",506.775,506.8,0.025,ppt,2.586624993263997e-4,0
4296,"(506.8,506.825]",506.8,506.825,0.025,ppt,9.69984372473999e-5,0
4297,"(506.875,506.9]",506.875,506.9,0.025,ppt,2.047744786333998e-4,0
4298,"(506.975,507]",506.975,507,0.025,ppt,2.909953117421997e-4,0
4299,"(507,507.025]",507,507.025,0.025,ppt,4.3110416554399954e-5,0
4300,"(507.075,507.1]",507.075,507.1,0.025,ppt,2.909953117421997e-4,0
4301,"(507.175,507.2]",507.175,507.2,0.025,ppt,2.3710729104919976e-4,0
4302,"(507.2,507.225]",507.2,507.225,0.025,ppt,8.622083310879991e-5,0
4303,"(507.275,507.3]",507.275,507.3,0.025,ppt,1.4010885380179986e-4,0
4304,"(507.3,507.325]",507.3,507.325,0.025,ppt,4.3110416554399954e-5,0
4305,"(507.375,507.4]",507.375,507.4,0.025,ppt,2.3710729104919976e-4,0
4306,"(507.475,507.5]",507.475,507.5,0.025,ppt,2.2632968691059977e-4,0
4307,"(507.5,507.525]",507.5,507.525,0.025,ppt,5.388802069299995e-5,0
4308,"(507.575,507.6]",507.575,507.6,0.025,ppt,3.5566093657379963e-4,0
4309,"(507.675,507.7]",507.675,507.7,0.025,ppt,1.7244166621759982e-4,0
4310,"(507.7,507.725]",507.7,507.725,0.025,ppt,7.544322897019993e-5,0
4311,"(507.775,507.8]",507.775,507.8,0.025,ppt,2.2632968691059977e-4,0
4312,"(507.8,507.825]",507.8,507.825,0.025,ppt,9.69984372473999e-5,0
4313,"(507.875,507.9]",507.875,507.9,0.025,ppt,3.017729158807997e-4,0
4314,"(507.975,508]",507.975,508,0.025,ppt,2.2632968691059977e-4,0
4315,"(508,508.025]",508,508.025,0.025,ppt,3.2332812415799966e-5,0
4316,"(508.075,508.1]",508.075,508.1,0.025,ppt,3.4488333243519963e-4,0
4317,"(508.175,508.2]",508.175,508.2,0.025,ppt,1.939968744947998e-4,0
4318,"(508.2,508.225]",508.2,508.225,0.025,ppt,9.69984372473999e-5,0
4319,"(508.275,508.3]",508.275,508.3,0.025,ppt,2.155520827719998e-4,0
4320,"(508.3,508.325]",508.3,508.325,0.025,ppt,3.2332812415799966e-5,0
4321,"(508.375,508.4]",508.375,508.4,0.025,ppt,2.4788489518779973e-4,0
4322,"(508.475,508.5]",508.475,508.5,0.025,ppt,1.832192703561998e-4,0
4323,"(508.5,508.525]",508.5,508.525,0.025,ppt,7.544322897019993e-5,0
4324,"(508.575,508.6]",508.575,508.6,0.025,ppt,2.3710729104919976e-4,0
4325,"(508.675,508.7]",508.675,508.7,0.025,ppt,1.2933124966319986e-4,0
4326,"(508.7,508.725]",508.7,508.725,0.025,ppt,1.077760413859999e-4,0
4327,"(508.775,508.8]",508.775,508.8,0.025,ppt,1.7244166621759982e-4,0
4328,"(508.8,508.825]",508.8,508.825,0.025,ppt,3.2332812415799966e-5,0
4329,"(508.875,508.9]",508.875,508.9,0.025,ppt,2.586624993263997e-4,0
4330,"(508.975,509]",508.975,509,0.025,ppt,1.939968744947998e-4,0
4331,"(509,509.025]",509,509.025,0.025,ppt,1.2933124966319986e-4,0
4332,"(509.075,509.1]",509.075,509.1,0.025,ppt,3.987713531281996e-4,0
4333,"(509.175,509.2]",509.175,509.2,0.025,ppt,1.1855364552459988e-4,0
4334,"(509.2,509.225]",509.2,509.225,0.025,ppt,1.5088645794039985e-4,0
4335,"(509.275,509.3]",509.275,509.3,0.025,ppt,3.125505200193997e-4,0
4336,"(509.3,509.325]",509.3,509.325,0.025,ppt,4.3110416554399954e-5,0
4337,"(509.375,509.4]",509.375,509.4,0.025,ppt,2.3710729104919976e-4,0
4338,"(509.475,509.5]",509.475,509.5,0.025,ppt,1.939968744947998e-4,0
4339,"(509.5,509.525]",509.5,509.525,0.025,ppt,7.544322897019993e-5,0
4340,"(509.575,509.6]",509.575,509.6,0.025,ppt,2.802177076035997e-4,0
4341,"(509.675,509.7]",509.675,509.7,0.025,ppt,1.4010885380179986e-4,0
4342,"(509.7,509.725]",509.7,509.725,0.025,ppt,7.544322897019993e-5,0
4343,"(509.775,509.8]",509.775,509.8,0.025,ppt,1.939968744947998e-4,0
4344,"(509.8,509.825]",509.8,509.825,0.025,ppt,6.466562483159993e-5,0
4345,"(509.875,509.9]",509.875,509.9,0.025,ppt,2.909953117421997e-4,0
4346,"(509.975,510]",509.975,510,0.025,ppt,3.017729158807997e-4,0
4347,"(510,510.025]",510,510.025,0.025,ppt,8.622083310879991e-5,0
4348,"(510.075,510.1]",510.075,510.1,0.025,ppt,1.832192703561998e-4,0
4349,"(510.175,510.2]",510.175,510.2,0.025,ppt,2.3710729104919976e-4,0
4350,"(510.2,510.225]",510.2,510.225,0.025,ppt,9.69984372473999e-5,0
4351,"(510.275,510.3]",510.275,510.3,0.025,ppt,2.155520827719998e-4,0
4352,"(510.3,510.325]",510.3,510.325,0.025,ppt,8.622083310879991e-5,0
4353,"(510.375,510.4]",510.375,510.4,0.025,ppt,3.772161448509996e-4,0
4354,"(510.475,510.5]",510.475,510.5,0.025,ppt,2.3710729104919976e-4,0
4355,"(510.5,510.525]",510.5,510.525,0.025,ppt,1.0777604138599989e-5,0
4356,"(510.575,510.6]",510.575,510.6,0.025,ppt,3.4488333243519963e-4,0
4357,"(510.675,510.7]",510.675,510.7,0.025,ppt,1.832192703561998e-4,0
4358,"(510.7,510.725]",510.7,510.725,0.025,ppt,5.388802069299995e-5,0
4359,"(510.775,510.8]",510.775,510.8,0.025,ppt,2.694401034649997e-4,0
4360,"(510.8,510.825]",510.8,510.825,0.025,ppt,8.622083310879991e-5,0
4361,"(510.875,510.9]",510.875,510.9,0.025,ppt,3.125505200193997e-4,0
4362,"(510.975,511]",510.975,511,0.025,ppt,2.3710729104919976e-4,0
4363,"(511,511.025]",511,511.025,0.025,ppt,5.388802069299995e-5,0
4364,"(511.075,511.1]",511.075,511.1,0.025,ppt,2.586624993263997e-4,0
4365,"(511.175,511.2]",511.175,511.2,0.025,ppt,2.2632968691059977e-4,0
4366,"(511.2,511.225]",511.2,511.225,0.025,ppt,1.4010885380179986e-4,0
4367,"(511.275,511.3]",511.275,511.3,0.025,ppt,2.3710729104919976e-4,0
4368,"(511.3,511.325]",511.3,511.325,0.025,ppt,6.466562483159993e-5,0
4369,"(511.375,511.4]",511.375,511.4,0.025,ppt,3.341057282965997e-4,0
4370,"(511.475,511.5]",511.475,511.5,0.025,ppt,2.694401034649997e-4,0
4371,"(511.5,511.525]",511.5,511.525,0.025,ppt,4.3110416554399954e-5,0
4372,"(511.575,511.6]",511.575,511.6,0.025,ppt,2.694401034649997e-4,0
4373,"(511.675,511.7]",511.675,511.7,0.025,ppt,1.077760413859999e-4,0
4374,"(511.7,511.725]",511.7,511.725,0.025,ppt,5.388802069299995e-5,0
4375,"(511.775,511.8]",511.775,511.8,0.025,ppt,2.047744786333998e-4,0
4376,"(511.8,511.825]",511.8,511.825,0.025,ppt,4.3110416554399954e-5,0
4377,"(511.875,511.9]",511.875,511.9,0.025,ppt,2.586624993263997e-4,0
4378,"(511.975,512]",511.975,512,0.025,ppt,2.909953117421997e-4,0
4379,"(512.075,512.1]",512.075,512.1,0.025,ppt,2.694401034649997e-4,0
4380,"(512.175,512.2]",512.175,512.2,0.025,ppt,2.909953117421997e-4,0
4381,"(512.275,512.3]",512.275,512.3,0.025,ppt,2.3710729104919976e-4,0
4382,"(512.3,512.325]",512.3,512.325,0.025,ppt,8.622083310879991e-5,0
4383,"(512.375,512.4]",512.375,512.4,0.025,ppt,2.2632968691059977e-4,0
4384,"(512.475,512.5]",512.475,512.5,0.025,ppt,2.047744786333998e-4,0
4385,"(512.575,512.6]",512.575,512.6,0.025,ppt,4.203265614053996e-4,0
4386,"(512.675,512.7]",512.675,512.7,0.025,ppt,1.939968744947998e-4,0
4387,"(512.775,512.8]",512.775,512.8,0.025,ppt,2.694401034649997e-4,0
4388,"(512.8,512.825]",512.8,512.825,0.025,ppt,4.3110416554399954e-5,0
4389,"(512.875,512.9]",512.875,512.9,0.025,ppt,2.4788489518779973e-4,0
4390,"(512.975,513]",512.975,513,0.025,ppt,3.664385407123996e-4,0
4391,"(513.075,513.1]",513.075,513.1,0.025,ppt,3.233281241579997e-4,0
4392,"(513.175,513.2]",513.175,513.2,0.025,ppt,2.694401034649997e-4,0
4393,"(513.275,513.3]",513.275,513.3,0.025,ppt,2.586624993263997e-4,0
4394,"(513.375,513.4]",513.375,513.4,0.025,ppt,1.5088645794039985e-4,0
4395,"(513.4,513.425]",513.4,513.425,0.025,ppt,8.622083310879991e-5,0
4396,"(513.475,513.5]",513.475,513.5,0.025,ppt,2.047744786333998e-4,0
4397,"(513.575,513.6]",513.575,513.6,0.025,ppt,2.802177076035997e-4,0
4398,"(513.675,513.7]",513.675,513.7,0.025,ppt,3.5566093657379963e-4,0
4399,"(513.775,513.8]",513.775,513.8,0.025,ppt,3.341057282965997e-4,0
4400,"(513.875,513.9]",513.875,513.9,0.025,ppt,1.4010885380179986e-4,0
4401,"(513.9,513.925]",513.9,513.925,0.025,ppt,1.6166406207899985e-4,0
4402,"(513.975,514]",513.975,514,0.025,ppt,3.233281241579997e-4,0
4403,"(514.075,514.1]",514.075,514.1,0.025,ppt,2.3710729104919976e-4,0
4404,"(514.175,514.2]",514.175,514.2,0.025,ppt,2.694401034649997e-4,0
4405,"(514.275,514.3]",514.275,514.3,0.025,ppt,2.2632968691059977e-4,0
4406,"(514.375,514.4]",514.375,514.4,0.025,ppt,1.1855364552459988e-4,0
4407,"(514.4,514.425]",514.4,514.425,0.025,ppt,1.077760413859999e-4,0
4408,"(514.475,514.5]",514.475,514.5,0.025,ppt,2.694401034649997e-4,0
4409,"(514.575,514.6]",514.575,514.6,0.025,ppt,2.586624993263997e-4,0
4410,"(514.675,514.7]",514.675,514.7,0.025,ppt,3.772161448509996e-4,0
4411,"(514.775,514.8]",514.775,514.8,0.025,ppt,3.017729158807997e-4,0
4412,"(514.875,514.9]",514.875,514.9,0.025,ppt,1.077760413859999e-4,0
4413,"(514.9,514.925]",514.9,514.925,0.025,ppt,1.077760413859999e-4,0
4414,"(514.975,515]",514.975,515,0.025,ppt,2.802177076035997e-4,0
4415,"(515.075,515.1]",515.075,515.1,0.025,ppt,3.879937489895996e-4,0
4416,"(515.175,515.2]",515.175,515.2,0.025,ppt,3.017729158807997e-4,0
4417,"(515.275,515.3]",515.275,515.3,0.025,ppt,2.3710729104919976e-4,0
4418,"(515.375,515.4]",515.375,515.4,0.025,ppt,2.155520827719998e-4,0
4419,"(515.4,515.425]",515.4,515.425,0.025,ppt,8.622083310879991e-5,0
4420,"(515.475,515.5]",515.475,515.5,0.025,ppt,2.586624993263997e-4,0
4421,"(515.575,515.6]",515.575,515.6,0.025,ppt,3.017729158807997e-4,0
4422,"(515.675,515.7]",515.675,515.7,0.025,ppt,2.047744786333998e-4,0
4423,"(515.775,515.8]",515.775,515.8,0.025,ppt,2.694401034649997e-4,0
4424,"(515.875,515.9]",515.875,515.9,0.025,ppt,2.155520827719998e-4,0
4425,"(515.9,515.925]",515.9,515.925,0.025,ppt,1.1855364552459988e-4,0
4426,"(515.975,516]",515.975,516,0.025,ppt,2.2632968691059977e-4,0
4427,"(516.075,516.1]",516.075,516.1,0.025,ppt,3.5566093657379963e-4,0
4428,"(516.175,516.2]",516.175,516.2,0.025,ppt,3.017729158807997e-4,0
4429,"(516.275,516.3]",516.275,516.3,0.025,ppt,3.233281241579997e-4,0
4430,"(516.375,516.4]",516.375,516.4,0.025,ppt,1.5088645794039985e-4,0
4431,"(516.4,516.425]",516.4,516.425,0.025,ppt,1.4010885380179986e-4,0
4432,"(516.475,516.5]",516.475,516.5,0.025,ppt,2.3710729104919976e-4,0
4433,"(516.575,516.6]",516.575,516.6,0.025,ppt,3.664385407123996e-4,0
4434,"(516.675,516.7]",516.675,516.7,0.025,ppt,2.3710729104919976e-4,0
4435,"(516.775,516.8]",516.775,516.8,0.025,ppt,3.987713531281996e-4,0
4436,"(516.875,516.9]",516.875,516.9,0.025,ppt,1.7244166621759982e-4,0
4437,"(516.9,516.925]",516.9,516.925,0.025,ppt,1.077760413859999e-4,0
4438,"(516.975,517]",516.975,517,0.025,ppt,1.939968744947998e-4,0
4439,"(517.075,517.1]",517.075,517.1,0.025,ppt,3.125505200193997e-4,0
4440,"(517.175,517.2]",517.175,517.2,0.025,ppt,2.586624993263997e-4,0
4441,"(517.275,517.3]",517.275,517.3,0.025,ppt,2.2632968691059977e-4,0
4442,"(517.375,517.4]",517.375,517.4,0.025,ppt,2.3710729104919976e-4,0
4443,"(517.4,517.425]",517.4,517.425,0.025,ppt,1.6166406207899985e-4,0
4444,"(517.475,517.5]",517.475,517.5,0.025,ppt,2.802177076035997e-4,0
4445,"(517.575,517.6]",517.575,517.6,0.025,ppt,2.3710729104919976e-4,0
4446,"(517.675,517.7]",517.675,517.7,0.025,ppt,1.7244166621759982e-4,0
4447,"(517.775,517.8]",517.775,517.8,0.025,ppt,2.047744786333998e-4,0
4448,"(517.875,517.9]",517.875,517.9,0.025,ppt,1.7244166621759982e-4,0
4449,"(517.9,517.925]",517.9,517.925,0.025,ppt,9.69984372473999e-5,0
4450,"(517.975,518]",517.975,518,0.025,ppt,3.125505200193997e-4,0
4451,"(518.075,518.1]",518.075,518.1,0.025,ppt,2.2632968691059977e-4,0
4452,"(518.175,518.2]",518.175,518.2,0.025,ppt,1.7244166621759982e-4,0
4453,"(518.275,518.3]",518.275,518.3,0.025,ppt,2.802177076035997e-4,0
4454,"(518.375,518.4]",518.375,518.4,0.025,ppt,1.077760413859999e-4,0
4455,"(518.4,518.425]",518.4,518.425,0.025,ppt,1.077760413859999e-4,0
4456,"(518.475,518.5]",518.475,518.5,0.025,ppt,1.939968744947998e-4,0
4457,"(518.575,518.6]",518.575,518.6,0.025,ppt,2.909953117421997e-4,0
4458,"(518.675,518.7]",518.675,518.7,0.025,ppt,2.586624993263997e-4,0
4459,"(518.775,518.8]",518.775,518.8,0.025,ppt,2.3710729104919976e-4,0
4460,"(518.875,518.9]",518.875,518.9,0.025,ppt,1.7244166621759982e-4,0
4461,"(518.9,518.925]",518.9,518.925,0.025,ppt,9.69984372473999e-5,0
4462,"(518.975,519]",518.975,519,0.025,ppt,2.586624993263997e-4,0
4463,"(519.075,519.1]",519.075,519.1,0.025,ppt,2.909953117421997e-4,0
4464,"(519.175,519.2]",519.175,519.2,0.025,ppt,2.3710729104919976e-4,0
4465,"(519.275,519.3]",519.275,519.3,0.025,ppt,2.047744786333998e-4,0
4466,"(519.375,519.4]",519.375,519.4,0.025,ppt,1.1855364552459988e-4,0
4467,"(519.4,519.425]",519.4,519.425,0.025,ppt,9.69984372473999e-5,0
4468,"(519.475,519.5]",519.475,519.5,0.025,ppt,2.2632968691059977e-4,0
4469,"(519.575,519.6]",519.575,519.6,0.025,ppt,3.017729158807997e-4,0
4470,"(519.675,519.7]",519.675,519.7,0.025,ppt,3.233281241579997e-4,0
4471,"(519.775,519.8]",519.775,519.8,0.025,ppt,3.664385407123996e-4,0
4472,"(519.875,519.9]",519.875,519.9,0.025,ppt,1.5088645794039985e-4,0
4473,"(519.9,519.925]",519.9,519.925,0.025,ppt,1.6166406207899985e-4,0
4474,"(519.975,520]",519.975,520,0.025,ppt,1.6166406207899985e-4,0
4475,"(520.075,520.1]",520.075,520.1,0.025,ppt,2.4788489518779973e-4,0
4476,"(520.175,520.2]",520.175,520.2,0.025,ppt,2.802177076035997e-4,0
4477,"(520.275,520.3]",520.275,520.3,0.025,ppt,3.125505200193997e-4,0
4478,"(520.375,520.4]",520.375,520.4,0.025,ppt,1.6166406207899985e-4,0
4479,"(520.4,520.425]",520.4,520.425,0.025,ppt,5.388802069299995e-5,0
4480,"(520.475,520.5]",520.475,520.5,0.025,ppt,1.832192703561998e-4,0
4481,"(520.575,520.6]",520.575,520.6,0.025,ppt,2.802177076035997e-4,0
4482,"(520.675,520.7]",520.675,520.7,0.025,ppt,2.694401034649997e-4,0
4483,"(520.775,520.8]",520.775,520.8,0.025,ppt,2.047744786333998e-4,0
4484,"(520.875,520.9]",520.875,520.9,0.025,ppt,2.047744786333998e-4,0
4485,"(520.9,520.925]",520.9,520.925,0.025,ppt,7.544322897019993e-5,0
4486,"(520.975,521]",520.975,521,0.025,ppt,1.939968744947998e-4,0
4487,"(521.075,521.1]",521.075,521.1,0.025,ppt,2.4788489518779973e-4,0
4488,"(521.175,521.2]",521.175,521.2,0.025,ppt,2.3710729104919976e-4,0
4489,"(521.275,521.3]",521.275,521.3,0.025,ppt,2.3710729104919976e-4,0
4490,"(521.375,521.4]",521.375,521.4,0.025,ppt,1.7244166621759982e-4,0
4491,"(521.4,521.425]",521.4,521.425,0.025,ppt,1.077760413859999e-4,0
4492,"(521.475,521.5]",521.475,521.5,0.025,ppt,2.802177076035997e-4,0
4493,"(521.575,521.6]",521.575,521.6,0.025,ppt,1.832192703561998e-4,0
4494,"(521.675,521.7]",521.675,521.7,0.025,ppt,2.909953117421997e-4,0
4495,"(521.775,521.8]",521.775,521.8,0.025,ppt,3.233281241579997e-4,0
4496,"(521.875,521.9]",521.875,521.9,0.025,ppt,1.2933124966319986e-4,0
4497,"(521.9,521.925]",521.9,521.925,0.025,ppt,1.077760413859999e-4,0
