n_bin,bin,bin_from,bin_to,bin_size,variable,ppt_djf,ppt_jja,variable_metric,metric
2360,"(402.075,402.1]",402.075,402.1,0.025,ppt,1.832192703561998e-4,0,ppt_djf,djf
2361,"(402.175,402.2]",402.175,402.2,0.025,ppt,2.155520827719998e-4,0,ppt_djf,djf
2362,"(402.275,402.3]",402.275,402.3,0.025,ppt,1.2933124966319986e-4,0,ppt_djf,djf
2363,"(402.3,402.325]",402.3,402.325,0.025,ppt,5.388802069299995e-5,0,ppt_djf,djf
2364,"(402.375,402.4]",402.375,402.4,0.025,ppt,1.2933124966319986e-4,0,ppt_djf,djf
2365,"(402.475,402.5]",402.475,402.5,0.025,ppt,1.6166406207899985e-4,0,ppt_djf,djf
2366,"(402.5,402.525]",402.5,402.525,0.025,ppt,2.1555208277199977e-5,0,ppt_djf,djf
2367,"(402.575,402.6]",402.575,402.6,0.025,ppt,1.4010885380179986e-4,0,ppt_djf,djf
2368,"(402.675,402.7]",402.675,402.7,0.025,ppt,1.6166406207899985e-4,0,ppt_djf,djf
2369,"(402.775,402.8]",402.775,402.8,0.025,ppt,1.1855364552459988e-4,0,ppt_djf,djf
2370,"(402.8,402.825]",402.8,402.825,0.025,ppt,2.1555208277199977e-5,0,ppt_djf,djf
2371,"(402.875,402.9]",402.875,402.9,0.025,ppt,1.6166406207899985e-4,0,ppt_djf,djf
2372,"(402.975,403]",402.975,403,0.025,ppt,1.6166406207899985e-4,0,ppt_djf,djf
2373,"(403,403.025]",403,403.025,0.025,ppt,4.3110416554399954e-5,0,ppt_djf,djf
2374,"(403.075,403.1]",403.075,403.1,0.025,ppt,2.909953117421997e-4,0,ppt_djf,djf
2375,"(403.175,403.2]",403.175,403.2,0.025,ppt,2.3710729104919976e-4,0,ppt_djf,djf
2376,"(403.275,403.3]",403.275,403.3,0.025,ppt,1.1855364552459988e-4,0,ppt_djf,djf
2377,"(403.3,403.325]",403.3,403.325,0.025,ppt,7.544322897019993e-5,0,ppt_djf,djf
2378,"(403.375,403.4]",403.375,403.4,0.025,ppt,3.017729158807997e-4,0,ppt_djf,djf
2379,"(403.475,403.5]",403.475,403.5,0.025,ppt,2.3710729104919976e-4,0,ppt_djf,djf
2380,"(403.5,403.525]",403.5,403.525,0.025,ppt,3.2332812415799966e-5,0,ppt_djf,djf
2381,"(403.575,403.6]",403.575,403.6,0.025,ppt,2.155520827719998e-4,0,ppt_djf,djf
2382,"(403.675,403.7]",403.675,403.7,0.025,ppt,1.939968744947998e-4,0,ppt_djf,djf
2383,"(403.775,403.8]",403.775,403.8,0.025,ppt,1.4010885380179986e-4,0,ppt_djf,djf
2384,"(403.8,403.825]",403.8,403.825,0.025,ppt,8.622083310879991e-5,0,ppt_djf,djf
2385,"(403.875,403.9]",403.875,403.9,0.025,ppt,1.7244166621759982e-4,0,ppt_djf,djf
2386,"(403.975,404]",403.975,404,0.025,ppt,1.1855364552459988e-4,0,ppt_djf,djf
2387,"(404,404.025]",404,404.025,0.025,ppt,3.2332812415799966e-5,0,ppt_djf,djf
2388,"(404.075,404.1]",404.075,404.1,0.025,ppt,2.047744786333998e-4,0,ppt_djf,djf
2389,"(404.175,404.2]",404.175,404.2,0.025,ppt,1.832192703561998e-4,0,ppt_djf,djf
2390,"(404.275,404.3]",404.275,404.3,0.025,ppt,1.2933124966319986e-4,0,ppt_djf,djf
2391,"(404.3,404.325]",404.3,404.325,0.025,ppt,6.466562483159993e-5,0,ppt_djf,djf
2392,"(404.375,404.4]",404.375,404.4,0.025,ppt,2.3710729104919976e-4,0,ppt_djf,djf
2393,"(404.475,404.5]",404.475,404.5,0.025,ppt,9.69984372473999e-5,0,ppt_djf,djf
2394,"(404.5,404.525]",404.5,404.525,0.025,ppt,1.0777604138599989e-5,0,ppt_djf,djf
2395,"(404.575,404.6]",404.575,404.6,0.025,ppt,2.3710729104919976e-4,0,ppt_djf,djf
2396,"(404.675,404.7]",404.675,404.7,0.025,ppt,1.2933124966319986e-4,0,ppt_djf,djf
2397,"(404.775,404.8]",404.775,404.8,0.025,ppt,1.2933124966319986e-4,0,ppt_djf,djf
2398,"(404.8,404.825]",404.8,404.825,0.025,ppt,6.466562483159993e-5,0,ppt_djf,djf
2399,"(404.875,404.9]",404.875,404.9,0.025,ppt,1.1855364552459988e-4,0,ppt_djf,djf
2400,"(404.975,405]",404.975,405,0.025,ppt,1.4010885380179986e-4,0,ppt_djf,djf
2401,"(405,405.025]",405,405.025,0.025,ppt,1.0777604138599989e-5,0,ppt_djf,djf
2402,"(405.075,405.1]",405.075,405.1,0.025,ppt,1.832192703561998e-4,0,ppt_djf,djf
2403,"(405.175,405.2]",405.175,405.2,0.025,ppt,2.4788489518779973e-4,0,ppt_djf,djf
2404,"(405.275,405.3]",405.275,405.3,0.025,ppt,9.69984372473999e-5,0,ppt_djf,djf
2405,"(405.3,405.325]",405.3,405.325,0.025,ppt,5.388802069299995e-5,0,ppt_djf,djf
2406,"(405.375,405.4]",405.375,405.4,0.025,ppt,1.939968744947998e-4,0,ppt_djf,djf
2407,"(405.475,405.5]",405.475,405.5,0.025,ppt,1.5088645794039985e-4,0,ppt_djf,djf
2408,"(405.5,405.525]",405.5,405.525,0.025,ppt,2.1555208277199977e-5,0,ppt_djf,djf
2409,"(405.575,405.6]",405.575,405.6,0.025,ppt,1.939968744947998e-4,0,ppt_djf,djf
2410,"(405.675,405.7]",405.675,405.7,0.025,ppt,1.1855364552459988e-4,0,ppt_djf,djf
2411,"(405.775,405.8]",405.775,405.8,0.025,ppt,1.6166406207899985e-4,0,ppt_djf,djf
2412,"(405.8,405.825]",405.8,405.825,0.025,ppt,2.1555208277199977e-5,0,ppt_djf,djf
2413,"(405.875,405.9]",405.875,405.9,0.025,ppt,1.5088645794039985e-4,0,ppt_djf,djf
2414,"(405.975,406]",405.975,406,0.025,ppt,1.7244166621759982e-4,0,ppt_djf,djf
2415,"(406,406.025]",406,406.025,0.025,ppt,5.388802069299995e-5,0,ppt_djf,djf
2416,"(406.075,406.1]",406.075,406.1,0.025,ppt,2.155520827719998e-4,0,ppt_djf,djf
2417,"(406.175,406.2]",406.175,406.2,0.025,ppt,1.939968744947998e-4,0,ppt_djf,djf
2418,"(406.275,406.3]",406.275,406.3,0.025,ppt,1.7244166621759982e-4,0,ppt_djf,djf
2419,"(406.3,406.325]",406.3,406.325,0.025,ppt,4.3110416554399954e-5,0,ppt_djf,djf
2420,"(406.375,406.4]",406.375,406.4,0.025,ppt,1.4010885380179986e-4,0,ppt_djf,djf
2421,"(406.475,406.5]",406.475,406.5,0.025,ppt,1.1855364552459988e-4,0,ppt_djf,djf
2422,"(406.5,406.525]",406.5,406.525,0.025,ppt,1.0777604138599989e-5,0,ppt_djf,djf
2423,"(406.575,406.6]",406.575,406.6,0.025,ppt,1.7244166621759982e-4,0,ppt_djf,djf
2424,"(406.675,406.7]",406.675,406.7,0.025,ppt,2.2632968691059977e-4,0,ppt_djf,djf
2425,"(406.775,406.8]",406.775,406.8,0.025,ppt,1.4010885380179986e-4,0,ppt_djf,djf
2426,"(406.8,406.825]",406.8,406.825,0.025,ppt,1.0777604138599989e-5,0,ppt_djf,djf
2427,"(406.875,406.9]",406.875,406.9,0.025,ppt,2.047744786333998e-4,0,ppt_djf,djf
2428,"(406.975,407]",406.975,407,0.025,ppt,1.832192703561998e-4,0,ppt_djf,djf
2429,"(407,407.025]",407,407.025,0.025,ppt,3.2332812415799966e-5,0,ppt_djf,djf
2430,"(407.075,407.1]",407.075,407.1,0.025,ppt,1.4010885380179986e-4,0,ppt_djf,djf
2431,"(407.175,407.2]",407.175,407.2,0.025,ppt,1.1855364552459988e-4,0,ppt_djf,djf
2432,"(407.275,407.3]",407.275,407.3,0.025,ppt,1.5088645794039985e-4,0,ppt_djf,djf
2433,"(407.3,407.325]",407.3,407.325,0.025,ppt,3.2332812415799966e-5,0,ppt_djf,djf
2434,"(407.375,407.4]",407.375,407.4,0.025,ppt,2.047744786333998e-4,0,ppt_djf,djf
2435,"(407.475,407.5]",407.475,407.5,0.025,ppt,1.7244166621759982e-4,0,ppt_djf,djf
2436,"(407.575,407.6]",407.575,407.6,0.025,ppt,1.7244166621759982e-4,0,ppt_djf,djf
2437,"(407.675,407.7]",407.675,407.7,0.025,ppt,1.832192703561998e-4,0,ppt_djf,djf
2438,"(407.775,407.8]",407.775,407.8,0.025,ppt,1.1855364552459988e-4,0,ppt_djf,djf
2439,"(407.8,407.825]",407.8,407.825,0.025,ppt,4.3110416554399954e-5,0,ppt_djf,djf
2440,"(407.875,407.9]",407.875,407.9,0.025,ppt,1.7244166621759982e-4,0,ppt_djf,djf
2441,"(407.975,408]",407.975,408,0.025,ppt,1.2933124966319986e-4,0,ppt_djf,djf
2442,"(408,408.025]",408,408.025,0.025,ppt,1.0777604138599989e-5,0,ppt_djf,djf
2443,"(408.075,408.1]",408.075,408.1,0.025,ppt,1.5088645794039985e-4,0,ppt_djf,djf
2444,"(408.175,408.2]",408.175,408.2,0.025,ppt,1.2933124966319986e-4,0,ppt_djf,djf
2445,"(408.275,408.3]",408.275,408.3,0.025,ppt,6.466562483159993e-5,0,ppt_djf,djf
2446,"(408.3,408.325]",408.3,408.325,0.025,ppt,1.0777604138599989e-5,0,ppt_djf,djf
2447,"(408.375,408.4]",408.375,408.4,0.025,ppt,1.6166406207899985e-4,0,ppt_djf,djf
2448,"(408.475,408.5]",408.475,408.5,0.025,ppt,1.2933124966319986e-4,0,ppt_djf,djf
2449,"(408.5,408.525]",408.5,408.525,0.025,ppt,2.1555208277199977e-5,0,ppt_djf,djf
2450,"(408.575,408.6]",408.575,408.6,0.025,ppt,1.5088645794039985e-4,0,ppt_djf,djf
2451,"(408.675,408.7]",408.675,408.7,0.025,ppt,1.7244166621759982e-4,0,ppt_djf,djf
2452,"(408.775,408.8]",408.775,408.8,0.025,ppt,1.077760413859999e-4,0,ppt_djf,djf
2453,"(408.8,408.825]",408.8,408.825,0.025,ppt,2.1555208277199977e-5,0,ppt_djf,djf
2454,"(408.875,408.9]",408.875,408.9,0.025,ppt,1.6166406207899985e-4,0,ppt_djf,djf
2455,"(408.975,409]",408.975,409,0.025,ppt,1.5088645794039985e-4,0,ppt_djf,djf
2456,"(409,409.025]",409,409.025,0.025,ppt,4.3110416554399954e-5,0,ppt_djf,djf
2457,"(409.075,409.1]",409.075,409.1,0.025,ppt,1.5088645794039985e-4,0,ppt_djf,djf
2458,"(409.175,409.2]",409.175,409.2,0.025,ppt,2.155520827719998e-4,0,ppt_djf,djf
2459,"(409.275,409.3]",409.275,409.3,0.025,ppt,8.622083310879991e-5,0,ppt_djf,djf
2460,"(409.3,409.325]",409.3,409.325,0.025,ppt,4.3110416554399954e-5,0,ppt_djf,djf
2461,"(409.375,409.4]",409.375,409.4,0.025,ppt,1.077760413859999e-4,0,ppt_djf,djf
2462,"(409.475,409.5]",409.475,409.5,0.025,ppt,1.2933124966319986e-4,0,ppt_djf,djf
2463,"(409.5,409.525]",409.5,409.525,0.025,ppt,3.2332812415799966e-5,0,ppt_djf,djf
2464,"(409.575,409.6]",409.575,409.6,0.025,ppt,1.7244166621759982e-4,0,ppt_djf,djf
2465,"(409.675,409.7]",409.675,409.7,0.025,ppt,9.69984372473999e-5,0,ppt_djf,djf
2466,"(409.775,409.8]",409.775,409.8,0.025,ppt,1.2933124966319986e-4,0,ppt_djf,djf
2467,"(409.8,409.825]",409.8,409.825,0.025,ppt,1.0777604138599989e-5,0,ppt_djf,djf
2468,"(409.875,409.9]",409.875,409.9,0.025,ppt,1.077760413859999e-4,0,ppt_djf,djf
2469,"(409.975,410]",409.975,410,0.025,ppt,1.6166406207899985e-4,0,ppt_djf,djf
2470,"(410,410.025]",410,410.025,0.025,ppt,4.3110416554399954e-5,0,ppt_djf,djf
2471,"(410.075,410.1]",410.075,410.1,0.025,ppt,1.1855364552459988e-4,0,ppt_djf,djf
2472,"(410.175,410.2]",410.175,410.2,0.025,ppt,1.5088645794039985e-4,0,ppt_djf,djf
2473,"(410.275,410.3]",410.275,410.3,0.025,ppt,1.7244166621759982e-4,0,ppt_djf,djf
2474,"(410.3,410.325]",410.3,410.325,0.025,ppt,2.1555208277199977e-5,0,ppt_djf,djf
2475,"(410.375,410.4]",410.375,410.4,0.025,ppt,1.5088645794039985e-4,0,ppt_djf,djf
2476,"(410.475,410.5]",410.475,410.5,0.025,ppt,7.544322897019993e-5,0,ppt_djf,djf
2477,"(410.5,410.525]",410.5,410.525,0.025,ppt,1.0777604138599989e-5,0,ppt_djf,djf
2478,"(410.575,410.6]",410.575,410.6,0.025,ppt,1.1855364552459988e-4,0,ppt_djf,djf
2479,"(410.675,410.7]",410.675,410.7,0.025,ppt,8.622083310879991e-5,0,ppt_djf,djf
2480,"(410.775,410.8]",410.775,410.8,0.025,ppt,1.077760413859999e-4,0,ppt_djf,djf
2481,"(410.8,410.825]",410.8,410.825,0.025,ppt,2.1555208277199977e-5,0,ppt_djf,djf
2482,"(410.875,410.9]",410.875,410.9,0.025,ppt,1.077760413859999e-4,0,ppt_djf,djf
2483,"(410.975,411]",410.975,411,0.025,ppt,9.69984372473999e-5,0,ppt_djf,djf
2484,"(411,411.025]",411,411.025,0.025,ppt,4.3110416554399954e-5,0,ppt_djf,djf
2485,"(411.075,411.1]",411.075,411.1,0.025,ppt,1.939968744947998e-4,0,ppt_djf,djf
2486,"(411.175,411.2]",411.175,411.2,0.025,ppt,1.2933124966319986e-4,0,ppt_djf,djf
2487,"(411.275,411.3]",411.275,411.3,0.025,ppt,1.077760413859999e-4,0,ppt_djf,djf
2488,"(411.3,411.325]",411.3,411.325,0.025,ppt,2.1555208277199977e-5,0,ppt_djf,djf
2489,"(411.375,411.4]",411.375,411.4,0.025,ppt,1.2933124966319986e-4,0,ppt_djf,djf
2490,"(411.475,411.5]",411.475,411.5,0.025,ppt,1.7244166621759982e-4,0,ppt_djf,djf
2491,"(411.5,411.525]",411.5,411.525,0.025,ppt,3.2332812415799966e-5,0,ppt_djf,djf
2492,"(411.575,411.6]",411.575,411.6,0.025,ppt,1.7244166621759982e-4,0,ppt_djf,djf
2493,"(411.675,411.7]",411.675,411.7,0.025,ppt,1.4010885380179986e-4,0,ppt_djf,djf
2494,"(411.775,411.8]",411.775,411.8,0.025,ppt,1.6166406207899985e-4,0,ppt_djf,djf
2495,"(411.8,411.825]",411.8,411.825,0.025,ppt,5.388802069299995e-5,0,ppt_djf,djf
2496,"(411.875,411.9]",411.875,411.9,0.025,ppt,1.7244166621759982e-4,0,ppt_djf,djf
2497,"(411.975,412]",411.975,412,0.025,ppt,1.5088645794039985e-4,0,ppt_djf,djf
2498,"(412,412.025]",412,412.025,0.025,ppt,4.3110416554399954e-5,0,ppt_djf,djf
2499,"(412.075,412.1]",412.075,412.1,0.025,ppt,2.155520827719998e-4,0,ppt_djf,djf
2500,"(412.175,412.2]",412.175,412.2,0.025,ppt,1.7244166621759982e-4,0,ppt_djf,djf
2501,"(412.275,412.3]",412.275,412.3,0.025,ppt,1.6166406207899985e-4,0,ppt_djf,djf
2502,"(412.3,412.325]",412.3,412.325,0.025,ppt,2.1555208277199977e-5,0,ppt_djf,djf
2503,"(412.375,412.4]",412.375,412.4,0.025,ppt,2.155520827719998e-4,0,ppt_djf,djf
2504,"(412.475,412.5]",412.475,412.5,0.025,ppt,1.6166406207899985e-4,0,ppt_djf,djf
2505,"(412.5,412.525]",412.5,412.525,0.025,ppt,4.3110416554399954e-5,0,ppt_djf,djf
2506,"(412.575,412.6]",412.575,412.6,0.025,ppt,9.69984372473999e-5,0,ppt_djf,djf
2507,"(412.675,412.7]",412.675,412.7,0.025,ppt,1.7244166621759982e-4,0,ppt_djf,djf
2508,"(412.775,412.8]",412.775,412.8,0.025,ppt,1.4010885380179986e-4,0,ppt_djf,djf
2509,"(412.8,412.825]",412.8,412.825,0.025,ppt,3.2332812415799966e-5,0,ppt_djf,djf
2510,"(412.875,412.9]",412.875,412.9,0.025,ppt,2.155520827719998e-4,0,ppt_djf,djf
2511,"(412.975,413]",412.975,413,0.025,ppt,1.1855364552459988e-4,0,ppt_djf,djf
2512,"(413,413.025]",413,413.025,0.025,ppt,2.1555208277199977e-5,0,ppt_djf,djf
2513,"(413.075,413.1]",413.075,413.1,0.025,ppt,1.5088645794039985e-4,0,ppt_djf,djf
2514,"(413.175,413.2]",413.175,413.2,0.025,ppt,1.5088645794039985e-4,0,ppt_djf,djf
2515,"(413.275,413.3]",413.275,413.3,0.025,ppt,6.466562483159993e-5,0,ppt_djf,djf
2516,"(413.3,413.325]",413.3,413.325,0.025,ppt,3.2332812415799966e-5,0,ppt_djf,djf
2517,"(413.375,413.4]",413.375,413.4,0.025,ppt,2.047744786333998e-4,0,ppt_djf,djf
2518,"(413.475,413.5]",413.475,413.5,0.025,ppt,1.2933124966319986e-4,0,ppt_djf,djf
2519,"(413.5,413.525]",413.5,413.525,0.025,ppt,1.0777604138599989e-5,0,ppt_djf,djf
2520,"(413.575,413.6]",413.575,413.6,0.025,ppt,1.4010885380179986e-4,0,ppt_djf,djf
2521,"(413.675,413.7]",413.675,413.7,0.025,ppt,2.155520827719998e-4,0,ppt_djf,djf
2522,"(413.775,413.8]",413.775,413.8,0.025,ppt,1.4010885380179986e-4,0,ppt_djf,djf
2523,"(413.8,413.825]",413.8,413.825,0.025,ppt,2.1555208277199977e-5,0,ppt_djf,djf
2524,"(413.875,413.9]",413.875,413.9,0.025,ppt,1.6166406207899985e-4,0,ppt_djf,djf
2525,"(413.975,414]",413.975,414,0.025,ppt,2.047744786333998e-4,0,ppt_djf,djf
2526,"(414,414.025]",414,414.025,0.025,ppt,6.466562483159993e-5,0,ppt_djf,djf
2527,"(414.075,414.1]",414.075,414.1,0.025,ppt,1.832192703561998e-4,0,ppt_djf,djf
2528,"(414.175,414.2]",414.175,414.2,0.025,ppt,1.5088645794039985e-4,0,ppt_djf,djf
2529,"(414.275,414.3]",414.275,414.3,0.025,ppt,1.7244166621759982e-4,0,ppt_djf,djf
2530,"(414.3,414.325]",414.3,414.325,0.025,ppt,5.388802069299995e-5,0,ppt_djf,djf
2531,"(414.375,414.4]",414.375,414.4,0.025,ppt,2.047744786333998e-4,0,ppt_djf,djf
2532,"(414.475,414.5]",414.475,414.5,0.025,ppt,1.5088645794039985e-4,0,ppt_djf,djf
2533,"(414.5,414.525]",414.5,414.525,0.025,ppt,4.3110416554399954e-5,0,ppt_djf,djf
2534,"(414.575,414.6]",414.575,414.6,0.025,ppt,2.3710729104919976e-4,0,ppt_djf,djf
2535,"(414.675,414.7]",414.675,414.7,0.025,ppt,2.586624993263997e-4,0,ppt_djf,djf
2536,"(414.775,414.8]",414.775,414.8,0.025,ppt,1.4010885380179986e-4,0,ppt_djf,djf
2537,"(414.8,414.825]",414.8,414.825,0.025,ppt,4.3110416554399954e-5,0,ppt_djf,djf
2538,"(414.875,414.9]",414.875,414.9,0.025,ppt,2.3710729104919976e-4,0,ppt_djf,djf
2539,"(414.975,415]",414.975,415,0.025,ppt,1.6166406207899985e-4,0,ppt_djf,djf
2540,"(415,415.025]",415,415.025,0.025,ppt,4.3110416554399954e-5,0,ppt_djf,djf
2541,"(415.075,415.1]",415.075,415.1,0.025,ppt,2.155520827719998e-4,0,ppt_djf,djf
2542,"(415.175,415.2]",415.175,415.2,0.025,ppt,2.4788489518779973e-4,0,ppt_djf,djf
2543,"(415.275,415.3]",415.275,415.3,0.025,ppt,1.832192703561998e-4,0,ppt_djf,djf
2544,"(415.3,415.325]",415.3,415.325,0.025,ppt,3.2332812415799966e-5,0,ppt_djf,djf
2545,"(415.375,415.4]",415.375,415.4,0.025,ppt,2.586624993263997e-4,0,ppt_djf,djf
2546,"(415.475,415.5]",415.475,415.5,0.025,ppt,1.6166406207899985e-4,0,ppt_djf,djf
2547,"(415.5,415.525]",415.5,415.525,0.025,ppt,3.2332812415799966e-5,0,ppt_djf,djf
2548,"(415.575,415.6]",415.575,415.6,0.025,ppt,2.2632968691059977e-4,0,ppt_djf,djf
2549,"(415.675,415.7]",415.675,415.7,0.025,ppt,1.2933124966319986e-4,0,ppt_djf,djf
2550,"(415.775,415.8]",415.775,415.8,0.025,ppt,1.2933124966319986e-4,0,ppt_djf,djf
2551,"(415.8,415.825]",415.8,415.825,0.025,ppt,2.1555208277199977e-5,0,ppt_djf,djf
2552,"(415.875,415.9]",415.875,415.9,0.025,ppt,2.047744786333998e-4,0,ppt_djf,djf
2553,"(415.975,416]",415.975,416,0.025,ppt,1.5088645794039985e-4,0,ppt_djf,djf
2554,"(416,416.025]",416,416.025,0.025,ppt,6.466562483159993e-5,0,ppt_djf,djf
2555,"(416.075,416.1]",416.075,416.1,0.025,ppt,1.7244166621759982e-4,0,ppt_djf,djf
2556,"(416.175,416.2]",416.175,416.2,0.025,ppt,2.694401034649997e-4,0,ppt_djf,djf
2557,"(416.275,416.3]",416.275,416.3,0.025,ppt,2.047744786333998e-4,0,ppt_djf,djf
2558,"(416.3,416.325]",416.3,416.325,0.025,ppt,5.388802069299995e-5,0,ppt_djf,djf
2559,"(416.375,416.4]",416.375,416.4,0.025,ppt,2.047744786333998e-4,0,ppt_djf,djf
2560,"(416.475,416.5]",416.475,416.5,0.025,ppt,1.5088645794039985e-4,0,ppt_djf,djf
2561,"(416.5,416.525]",416.5,416.525,0.025,ppt,4.3110416554399954e-5,0,ppt_djf,djf
2562,"(416.575,416.6]",416.575,416.6,0.025,ppt,1.4010885380179986e-4,0,ppt_djf,djf
2563,"(416.675,416.7]",416.675,416.7,0.025,ppt,1.939968744947998e-4,0,ppt_djf,djf
2564,"(416.775,416.8]",416.775,416.8,0.025,ppt,1.6166406207899985e-4,0,ppt_djf,djf
2565,"(416.8,416.825]",416.8,416.825,0.025,ppt,5.388802069299995e-5,0,ppt_djf,djf
2566,"(416.875,416.9]",416.875,416.9,0.025,ppt,1.7244166621759982e-4,0,ppt_djf,djf
2567,"(416.975,417]",416.975,417,0.025,ppt,2.047744786333998e-4,0,ppt_djf,djf
2568,"(417,417.025]",417,417.025,0.025,ppt,4.3110416554399954e-5,0,ppt_djf,djf
2569,"(417.075,417.1]",417.075,417.1,0.025,ppt,1.4010885380179986e-4,0,ppt_djf,djf
2570,"(417.175,417.2]",417.175,417.2,0.025,ppt,1.5088645794039985e-4,0,ppt_djf,djf
2571,"(417.275,417.3]",417.275,417.3,0.025,ppt,1.2933124966319986e-4,0,ppt_djf,djf
2572,"(417.3,417.325]",417.3,417.325,0.025,ppt,2.1555208277199977e-5,0,ppt_djf,djf
2573,"(417.375,417.4]",417.375,417.4,0.025,ppt,1.6166406207899985e-4,0,ppt_djf,djf
2574,"(417.475,417.5]",417.475,417.5,0.025,ppt,1.4010885380179986e-4,0,ppt_djf,djf
2575,"(417.5,417.525]",417.5,417.525,0.025,ppt,2.1555208277199977e-5,0,ppt_djf,djf
2576,"(417.575,417.6]",417.575,417.6,0.025,ppt,2.3710729104919976e-4,0,ppt_djf,djf
2577,"(417.675,417.7]",417.675,417.7,0.025,ppt,1.7244166621759982e-4,0,ppt_djf,djf
2578,"(417.775,417.8]",417.775,417.8,0.025,ppt,9.69984372473999e-5,0,ppt_djf,djf
2579,"(417.8,417.825]",417.8,417.825,0.025,ppt,7.544322897019993e-5,0,ppt_djf,djf
2580,"(417.875,417.9]",417.875,417.9,0.025,ppt,2.2632968691059977e-4,0,ppt_djf,djf
2581,"(417.975,418]",417.975,418,0.025,ppt,1.832192703561998e-4,0,ppt_djf,djf
2582,"(418,418.025]",418,418.025,0.025,ppt,1.0777604138599989e-5,0,ppt_djf,djf
2583,"(418.075,418.1]",418.075,418.1,0.025,ppt,2.047744786333998e-4,0,ppt_djf,djf
2584,"(418.175,418.2]",418.175,418.2,0.025,ppt,2.4788489518779973e-4,0,ppt_djf,djf
2585,"(418.275,418.3]",418.275,418.3,0.025,ppt,1.7244166621759982e-4,0,ppt_djf,djf
2586,"(418.3,418.325]",418.3,418.325,0.025,ppt,6.466562483159993e-5,0,ppt_djf,djf
2587,"(418.375,418.4]",418.375,418.4,0.025,ppt,2.047744786333998e-4,0,ppt_djf,djf
2588,"(418.475,418.5]",418.475,418.5,0.025,ppt,1.832192703561998e-4,0,ppt_djf,djf
2589,"(418.5,418.525]",418.5,418.525,0.025,ppt,7.544322897019993e-5,0,ppt_djf,djf
2590,"(418.575,418.6]",418.575,418.6,0.025,ppt,2.802177076035997e-4,0,ppt_djf,djf
2591,"(418.675,418.7]",418.675,418.7,0.025,ppt,2.155520827719998e-4,0,ppt_djf,djf
2592,"(418.775,418.8]",418.775,418.8,0.025,ppt,2.047744786333998e-4,0,ppt_djf,djf
2593,"(418.8,418.825]",418.8,418.825,0.025,ppt,4.3110416554399954e-5,0,ppt_djf,djf
2594,"(418.875,418.9]",418.875,418.9,0.025,ppt,1.4010885380179986e-4,0,ppt_djf,djf
2595,"(418.975,419]",418.975,419,0.025,ppt,1.6166406207899985e-4,0,ppt_djf,djf
2596,"(419,419.025]",419,419.025,0.025,ppt,1.0777604138599989e-5,0,ppt_djf,djf
2597,"(419.075,419.1]",419.075,419.1,0.025,ppt,2.4788489518779973e-4,0,ppt_djf,djf
2598,"(419.175,419.2]",419.175,419.2,0.025,ppt,3.5566093657379963e-4,0,ppt_djf,djf
2599,"(419.275,419.3]",419.275,419.3,0.025,ppt,2.586624993263997e-4,0,ppt_djf,djf
2600,"(419.3,419.325]",419.3,419.325,0.025,ppt,2.1555208277199977e-5,0,ppt_djf,djf
2601,"(419.375,419.4]",419.375,419.4,0.025,ppt,2.3710729104919976e-4,0,ppt_djf,djf
2602,"(419.475,419.5]",419.475,419.5,0.025,ppt,3.017729158807997e-4,0,ppt_djf,djf
2603,"(419.5,419.525]",419.5,419.525,0.025,ppt,4.3110416554399954e-5,0,ppt_djf,djf
2604,"(419.575,419.6]",419.575,419.6,0.025,ppt,2.2632968691059977e-4,0,ppt_djf,djf
2605,"(419.675,419.7]",419.675,419.7,0.025,ppt,3.017729158807997e-4,0,ppt_djf,djf
2606,"(419.775,419.8]",419.775,419.8,0.025,ppt,1.7244166621759982e-4,0,ppt_djf,djf
2607,"(419.8,419.825]",419.8,419.825,0.025,ppt,5.388802069299995e-5,0,ppt_djf,djf
2608,"(419.875,419.9]",419.875,419.9,0.025,ppt,1.832192703561998e-4,0,ppt_djf,djf
2609,"(419.975,420]",419.975,420,0.025,ppt,2.4788489518779973e-4,0,ppt_djf,djf
2610,"(420,420.025]",420,420.025,0.025,ppt,5.388802069299995e-5,0,ppt_djf,djf
2611,"(420.075,420.1]",420.075,420.1,0.025,ppt,2.586624993263997e-4,0,ppt_djf,djf
2612,"(420.175,420.2]",420.175,420.2,0.025,ppt,2.4788489518779973e-4,0,ppt_djf,djf
2613,"(420.275,420.3]",420.275,420.3,0.025,ppt,1.832192703561998e-4,0,ppt_djf,djf
2614,"(420.3,420.325]",420.3,420.325,0.025,ppt,4.3110416554399954e-5,0,ppt_djf,djf
2615,"(420.375,420.4]",420.375,420.4,0.025,ppt,3.4488333243519963e-4,0,ppt_djf,djf
2616,"(420.475,420.5]",420.475,420.5,0.025,ppt,3.017729158807997e-4,0,ppt_djf,djf
2617,"(420.5,420.525]",420.5,420.525,0.025,ppt,7.544322897019993e-5,0,ppt_djf,djf
2618,"(420.575,420.6]",420.575,420.6,0.025,ppt,3.4488333243519963e-4,0,ppt_djf,djf
2619,"(420.675,420.7]",420.675,420.7,0.025,ppt,3.017729158807997e-4,0,ppt_djf,djf
2620,"(420.775,420.8]",420.775,420.8,0.025,ppt,2.2632968691059977e-4,0,ppt_djf,djf
2621,"(420.8,420.825]",420.8,420.825,0.025,ppt,3.2332812415799966e-5,0,ppt_djf,djf
