n_bin,bin,bin_from,bin_to,bin_size,variable,cwd_avg,variable_metric,metric
3063,"(-894.925,-894.9]",-894.925,-894.9,0.025,cwd,1.4010885380179986e-4,cwd_avg,avg
3064,"(-894.825,-894.8]",-894.825,-894.8,0.025,cwd,1.5088645794039985e-4,cwd_avg,avg
3065,"(-894.725,-894.7]",-894.725,-894.7,0.025,cwd,1.4010885380179986e-4,cwd_avg,avg
3066,"(-894.7,-894.675]",-894.7,-894.675,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
3067,"(-894.625,-894.6]",-894.625,-894.6,0.025,cwd,9.69984372473999e-5,cwd_avg,avg
3068,"(-894.6,-894.575]",-894.6,-894.575,0.025,cwd,5.388802069299995e-5,cwd_avg,avg
3069,"(-894.525,-894.5]",-894.525,-894.5,0.025,cwd,1.077760413859999e-4,cwd_avg,avg
3070,"(-894.5,-894.475]",-894.5,-894.475,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
3071,"(-894.425,-894.4]",-894.425,-894.4,0.025,cwd,7.544322897019993e-5,cwd_avg,avg
3072,"(-894.325,-894.3]",-894.325,-894.3,0.025,cwd,6.466562483159993e-5,cwd_avg,avg
3073,"(-894.3,-894.275]",-894.3,-894.275,0.025,cwd,2.1555208277199977e-5,cwd_avg,avg
3074,"(-894.225,-894.2]",-894.225,-894.2,0.025,cwd,7.544322897019993e-5,cwd_avg,avg
3075,"(-894.2,-894.175]",-894.2,-894.175,0.025,cwd,2.1555208277199977e-5,cwd_avg,avg
3076,"(-894.125,-894.1]",-894.125,-894.1,0.025,cwd,1.4010885380179986e-4,cwd_avg,avg
3077,"(-894.1,-894.075]",-894.1,-894.075,0.025,cwd,3.2332812415799966e-5,cwd_avg,avg
3078,"(-894.025,-894]",-894.025,-894,0.025,cwd,9.69984372473999e-5,cwd_avg,avg
3079,"(-894,-893.975]",-894,-893.975,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
3080,"(-893.925,-893.9]",-893.925,-893.9,0.025,cwd,3.2332812415799966e-5,cwd_avg,avg
3081,"(-893.825,-893.8]",-893.825,-893.8,0.025,cwd,3.2332812415799966e-5,cwd_avg,avg
3082,"(-893.8,-893.775]",-893.8,-893.775,0.025,cwd,2.1555208277199977e-5,cwd_avg,avg
3083,"(-893.725,-893.7]",-893.725,-893.7,0.025,cwd,9.69984372473999e-5,cwd_avg,avg
3084,"(-893.7,-893.675]",-893.7,-893.675,0.025,cwd,3.2332812415799966e-5,cwd_avg,avg
3085,"(-893.625,-893.6]",-893.625,-893.6,0.025,cwd,1.1855364552459988e-4,cwd_avg,avg
3086,"(-893.6,-893.575]",-893.6,-893.575,0.025,cwd,6.466562483159993e-5,cwd_avg,avg
3087,"(-893.525,-893.5]",-893.525,-893.5,0.025,cwd,1.4010885380179986e-4,cwd_avg,avg
3088,"(-893.425,-893.4]",-893.425,-893.4,0.025,cwd,1.5088645794039985e-4,cwd_avg,avg
3089,"(-893.325,-893.3]",-893.325,-893.3,0.025,cwd,1.1855364552459988e-4,cwd_avg,avg
3090,"(-893.3,-893.275]",-893.3,-893.275,0.025,cwd,4.3110416554399954e-5,cwd_avg,avg
3091,"(-893.225,-893.2]",-893.225,-893.2,0.025,cwd,1.077760413859999e-4,cwd_avg,avg
3092,"(-893.2,-893.175]",-893.2,-893.175,0.025,cwd,2.1555208277199977e-5,cwd_avg,avg
3093,"(-893.125,-893.1]",-893.125,-893.1,0.025,cwd,7.544322897019993e-5,cwd_avg,avg
3094,"(-893.1,-893.075]",-893.1,-893.075,0.025,cwd,2.1555208277199977e-5,cwd_avg,avg
3095,"(-893.025,-893]",-893.025,-893,0.025,cwd,2.047744786333998e-4,cwd_avg,avg
3096,"(-893,-892.975]",-893,-892.975,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
3097,"(-892.925,-892.9]",-892.925,-892.9,0.025,cwd,1.5088645794039985e-4,cwd_avg,avg
3098,"(-892.825,-892.8]",-892.825,-892.8,0.025,cwd,8.622083310879991e-5,cwd_avg,avg
3099,"(-892.8,-892.775]",-892.8,-892.775,0.025,cwd,4.3110416554399954e-5,cwd_avg,avg
3100,"(-892.725,-892.7]",-892.725,-892.7,0.025,cwd,7.544322897019993e-5,cwd_avg,avg
3101,"(-892.7,-892.675]",-892.7,-892.675,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
3102,"(-892.625,-892.6]",-892.625,-892.6,0.025,cwd,1.077760413859999e-4,cwd_avg,avg
3103,"(-892.6,-892.575]",-892.6,-892.575,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
3104,"(-892.525,-892.5]",-892.525,-892.5,0.025,cwd,9.69984372473999e-5,cwd_avg,avg
3105,"(-892.5,-892.475]",-892.5,-892.475,0.025,cwd,2.1555208277199977e-5,cwd_avg,avg
3106,"(-892.425,-892.4]",-892.425,-892.4,0.025,cwd,1.1855364552459988e-4,cwd_avg,avg
3107,"(-892.325,-892.3]",-892.325,-892.3,0.025,cwd,1.077760413859999e-4,cwd_avg,avg
3108,"(-892.225,-892.2]",-892.225,-892.2,0.025,cwd,1.5088645794039985e-4,cwd_avg,avg
3109,"(-892.2,-892.175]",-892.2,-892.175,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
3110,"(-892.125,-892.1]",-892.125,-892.1,0.025,cwd,1.5088645794039985e-4,cwd_avg,avg
3111,"(-892.1,-892.075]",-892.1,-892.075,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
3112,"(-892.025,-892]",-892.025,-892,0.025,cwd,1.7244166621759982e-4,cwd_avg,avg
3113,"(-892,-891.975]",-892,-891.975,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
3114,"(-891.925,-891.9]",-891.925,-891.9,0.025,cwd,1.1855364552459988e-4,cwd_avg,avg
3115,"(-891.825,-891.8]",-891.825,-891.8,0.025,cwd,2.155520827719998e-4,cwd_avg,avg
3116,"(-891.8,-891.775]",-891.8,-891.775,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
3117,"(-891.725,-891.7]",-891.725,-891.7,0.025,cwd,1.5088645794039985e-4,cwd_avg,avg
3118,"(-891.7,-891.675]",-891.7,-891.675,0.025,cwd,7.544322897019993e-5,cwd_avg,avg
3119,"(-891.625,-891.6]",-891.625,-891.6,0.025,cwd,1.5088645794039985e-4,cwd_avg,avg
3120,"(-891.6,-891.575]",-891.6,-891.575,0.025,cwd,2.1555208277199977e-5,cwd_avg,avg
3121,"(-891.525,-891.5]",-891.525,-891.5,0.025,cwd,1.939968744947998e-4,cwd_avg,avg
3122,"(-891.5,-891.475]",-891.5,-891.475,0.025,cwd,2.1555208277199977e-5,cwd_avg,avg
3123,"(-891.425,-891.4]",-891.425,-891.4,0.025,cwd,1.6166406207899985e-4,cwd_avg,avg
3124,"(-891.325,-891.3]",-891.325,-891.3,0.025,cwd,1.832192703561998e-4,cwd_avg,avg
3125,"(-891.225,-891.2]",-891.225,-891.2,0.025,cwd,1.7244166621759982e-4,cwd_avg,avg
3126,"(-891.2,-891.175]",-891.2,-891.175,0.025,cwd,4.3110416554399954e-5,cwd_avg,avg
3127,"(-891.125,-891.1]",-891.125,-891.1,0.025,cwd,1.5088645794039985e-4,cwd_avg,avg
3128,"(-891.1,-891.075]",-891.1,-891.075,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
3129,"(-891.025,-891]",-891.025,-891,0.025,cwd,2.4788489518779973e-4,cwd_avg,avg
3130,"(-891,-890.975]",-891,-890.975,0.025,cwd,2.1555208277199977e-5,cwd_avg,avg
3131,"(-890.925,-890.9]",-890.925,-890.9,0.025,cwd,1.4010885380179986e-4,cwd_avg,avg
3132,"(-890.825,-890.8]",-890.825,-890.8,0.025,cwd,1.7244166621759982e-4,cwd_avg,avg
3133,"(-890.8,-890.775]",-890.8,-890.775,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
3134,"(-890.725,-890.7]",-890.725,-890.7,0.025,cwd,1.4010885380179986e-4,cwd_avg,avg
3135,"(-890.7,-890.675]",-890.7,-890.675,0.025,cwd,2.1555208277199977e-5,cwd_avg,avg
3136,"(-890.625,-890.6]",-890.625,-890.6,0.025,cwd,2.3710729104919976e-4,cwd_avg,avg
3137,"(-890.6,-890.575]",-890.6,-890.575,0.025,cwd,5.388802069299995e-5,cwd_avg,avg
3138,"(-890.525,-890.5]",-890.525,-890.5,0.025,cwd,1.6166406207899985e-4,cwd_avg,avg
3139,"(-890.5,-890.475]",-890.5,-890.475,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
3140,"(-890.425,-890.4]",-890.425,-890.4,0.025,cwd,2.047744786333998e-4,cwd_avg,avg
3141,"(-890.325,-890.3]",-890.325,-890.3,0.025,cwd,2.047744786333998e-4,cwd_avg,avg
3142,"(-890.3,-890.275]",-890.3,-890.275,0.025,cwd,5.388802069299995e-5,cwd_avg,avg
3143,"(-890.225,-890.2]",-890.225,-890.2,0.025,cwd,1.6166406207899985e-4,cwd_avg,avg
3144,"(-890.2,-890.175]",-890.2,-890.175,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
3145,"(-890.125,-890.1]",-890.125,-890.1,0.025,cwd,2.4788489518779973e-4,cwd_avg,avg
3146,"(-890.1,-890.075]",-890.1,-890.075,0.025,cwd,2.1555208277199977e-5,cwd_avg,avg
3147,"(-890.025,-890]",-890.025,-890,0.025,cwd,2.155520827719998e-4,cwd_avg,avg
3148,"(-889.925,-889.9]",-889.925,-889.9,0.025,cwd,1.6166406207899985e-4,cwd_avg,avg
3149,"(-889.825,-889.8]",-889.825,-889.8,0.025,cwd,1.832192703561998e-4,cwd_avg,avg
3150,"(-889.8,-889.775]",-889.8,-889.775,0.025,cwd,2.1555208277199977e-5,cwd_avg,avg
3151,"(-889.725,-889.7]",-889.725,-889.7,0.025,cwd,1.5088645794039985e-4,cwd_avg,avg
3152,"(-889.7,-889.675]",-889.7,-889.675,0.025,cwd,3.2332812415799966e-5,cwd_avg,avg
3153,"(-889.625,-889.6]",-889.625,-889.6,0.025,cwd,1.4010885380179986e-4,cwd_avg,avg
3154,"(-889.6,-889.575]",-889.6,-889.575,0.025,cwd,3.2332812415799966e-5,cwd_avg,avg
3155,"(-889.525,-889.5]",-889.525,-889.5,0.025,cwd,1.6166406207899985e-4,cwd_avg,avg
3156,"(-889.5,-889.475]",-889.5,-889.475,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
3157,"(-889.425,-889.4]",-889.425,-889.4,0.025,cwd,1.5088645794039985e-4,cwd_avg,avg
3158,"(-889.325,-889.3]",-889.325,-889.3,0.025,cwd,1.5088645794039985e-4,cwd_avg,avg
3159,"(-889.225,-889.2]",-889.225,-889.2,0.025,cwd,1.939968744947998e-4,cwd_avg,avg
3160,"(-889.2,-889.175]",-889.2,-889.175,0.025,cwd,3.2332812415799966e-5,cwd_avg,avg
3161,"(-889.125,-889.1]",-889.125,-889.1,0.025,cwd,1.077760413859999e-4,cwd_avg,avg
3162,"(-889.1,-889.075]",-889.1,-889.075,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
3163,"(-889.025,-889]",-889.025,-889,0.025,cwd,1.077760413859999e-4,cwd_avg,avg
3164,"(-889,-888.975]",-889,-888.975,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
3165,"(-888.925,-888.9]",-888.925,-888.9,0.025,cwd,1.4010885380179986e-4,cwd_avg,avg
3166,"(-888.825,-888.8]",-888.825,-888.8,0.025,cwd,1.1855364552459988e-4,cwd_avg,avg
3167,"(-888.8,-888.775]",-888.8,-888.775,0.025,cwd,2.1555208277199977e-5,cwd_avg,avg
3168,"(-888.725,-888.7]",-888.725,-888.7,0.025,cwd,1.1855364552459988e-4,cwd_avg,avg
3169,"(-888.7,-888.675]",-888.7,-888.675,0.025,cwd,3.2332812415799966e-5,cwd_avg,avg
3170,"(-888.625,-888.6]",-888.625,-888.6,0.025,cwd,1.5088645794039985e-4,cwd_avg,avg
3171,"(-888.6,-888.575]",-888.6,-888.575,0.025,cwd,3.2332812415799966e-5,cwd_avg,avg
3172,"(-888.525,-888.5]",-888.525,-888.5,0.025,cwd,2.3710729104919976e-4,cwd_avg,avg
3173,"(-888.425,-888.4]",-888.425,-888.4,0.025,cwd,2.155520827719998e-4,cwd_avg,avg
3174,"(-888.325,-888.3]",-888.325,-888.3,0.025,cwd,1.7244166621759982e-4,cwd_avg,avg
3175,"(-888.3,-888.275]",-888.3,-888.275,0.025,cwd,4.3110416554399954e-5,cwd_avg,avg
3176,"(-888.225,-888.2]",-888.225,-888.2,0.025,cwd,5.388802069299995e-5,cwd_avg,avg
3177,"(-888.2,-888.175]",-888.2,-888.175,0.025,cwd,2.1555208277199977e-5,cwd_avg,avg
3178,"(-888.125,-888.1]",-888.125,-888.1,0.025,cwd,1.5088645794039985e-4,cwd_avg,avg
3179,"(-888.1,-888.075]",-888.1,-888.075,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
3180,"(-888.025,-888]",-888.025,-888,0.025,cwd,1.6166406207899985e-4,cwd_avg,avg
3181,"(-888,-887.975]",-888,-887.975,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
3182,"(-887.925,-887.9]",-887.925,-887.9,0.025,cwd,1.7244166621759982e-4,cwd_avg,avg
3183,"(-887.825,-887.8]",-887.825,-887.8,0.025,cwd,1.6166406207899985e-4,cwd_avg,avg
3184,"(-887.8,-887.775]",-887.8,-887.775,0.025,cwd,2.1555208277199977e-5,cwd_avg,avg
3185,"(-887.725,-887.7]",-887.725,-887.7,0.025,cwd,1.6166406207899985e-4,cwd_avg,avg
3186,"(-887.7,-887.675]",-887.7,-887.675,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
3187,"(-887.625,-887.6]",-887.625,-887.6,0.025,cwd,7.544322897019993e-5,cwd_avg,avg
3188,"(-887.6,-887.575]",-887.6,-887.575,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
3189,"(-887.525,-887.5]",-887.525,-887.5,0.025,cwd,2.694401034649997e-4,cwd_avg,avg
3190,"(-887.5,-887.475]",-887.5,-887.475,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
3191,"(-887.425,-887.4]",-887.425,-887.4,0.025,cwd,1.2933124966319986e-4,cwd_avg,avg
3192,"(-887.325,-887.3]",-887.325,-887.3,0.025,cwd,1.4010885380179986e-4,cwd_avg,avg
3193,"(-887.3,-887.275]",-887.3,-887.275,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
3194,"(-887.225,-887.2]",-887.225,-887.2,0.025,cwd,1.6166406207899985e-4,cwd_avg,avg
3195,"(-887.2,-887.175]",-887.2,-887.175,0.025,cwd,3.2332812415799966e-5,cwd_avg,avg
3196,"(-887.125,-887.1]",-887.125,-887.1,0.025,cwd,2.2632968691059977e-4,cwd_avg,avg
3197,"(-887.1,-887.075]",-887.1,-887.075,0.025,cwd,2.1555208277199977e-5,cwd_avg,avg
3198,"(-887.025,-887]",-887.025,-887,0.025,cwd,1.7244166621759982e-4,cwd_avg,avg
3199,"(-887,-886.975]",-887,-886.975,0.025,cwd,2.1555208277199977e-5,cwd_avg,avg
3200,"(-886.925,-886.9]",-886.925,-886.9,0.025,cwd,1.939968744947998e-4,cwd_avg,avg
3201,"(-886.825,-886.8]",-886.825,-886.8,0.025,cwd,2.155520827719998e-4,cwd_avg,avg
3202,"(-886.8,-886.775]",-886.8,-886.775,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
3203,"(-886.725,-886.7]",-886.725,-886.7,0.025,cwd,1.832192703561998e-4,cwd_avg,avg
3204,"(-886.7,-886.675]",-886.7,-886.675,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
3205,"(-886.625,-886.6]",-886.625,-886.6,0.025,cwd,2.3710729104919976e-4,cwd_avg,avg
3206,"(-886.6,-886.575]",-886.6,-886.575,0.025,cwd,6.466562483159993e-5,cwd_avg,avg
3207,"(-886.525,-886.5]",-886.525,-886.5,0.025,cwd,2.047744786333998e-4,cwd_avg,avg
3208,"(-886.5,-886.475]",-886.5,-886.475,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
3209,"(-886.425,-886.4]",-886.425,-886.4,0.025,cwd,1.6166406207899985e-4,cwd_avg,avg
3210,"(-886.325,-886.3]",-886.325,-886.3,0.025,cwd,1.4010885380179986e-4,cwd_avg,avg
3211,"(-886.3,-886.275]",-886.3,-886.275,0.025,cwd,4.3110416554399954e-5,cwd_avg,avg
3212,"(-886.225,-886.2]",-886.225,-886.2,0.025,cwd,1.832192703561998e-4,cwd_avg,avg
3213,"(-886.2,-886.175]",-886.2,-886.175,0.025,cwd,5.388802069299995e-5,cwd_avg,avg
3214,"(-886.125,-886.1]",-886.125,-886.1,0.025,cwd,2.909953117421997e-4,cwd_avg,avg
3215,"(-886.1,-886.075]",-886.1,-886.075,0.025,cwd,3.2332812415799966e-5,cwd_avg,avg
3216,"(-886.025,-886]",-886.025,-886,0.025,cwd,1.832192703561998e-4,cwd_avg,avg
3217,"(-886,-885.975]",-886,-885.975,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
3218,"(-885.925,-885.9]",-885.925,-885.9,0.025,cwd,2.047744786333998e-4,cwd_avg,avg
3219,"(-885.825,-885.8]",-885.825,-885.8,0.025,cwd,2.4788489518779973e-4,cwd_avg,avg
3220,"(-885.8,-885.775]",-885.8,-885.775,0.025,cwd,2.1555208277199977e-5,cwd_avg,avg
3221,"(-885.725,-885.7]",-885.725,-885.7,0.025,cwd,2.2632968691059977e-4,cwd_avg,avg
3222,"(-885.7,-885.675]",-885.7,-885.675,0.025,cwd,2.1555208277199977e-5,cwd_avg,avg
3223,"(-885.625,-885.6]",-885.625,-885.6,0.025,cwd,2.2632968691059977e-4,cwd_avg,avg
3224,"(-885.6,-885.575]",-885.6,-885.575,0.025,cwd,6.466562483159993e-5,cwd_avg,avg
3225,"(-885.525,-885.5]",-885.525,-885.5,0.025,cwd,1.939968744947998e-4,cwd_avg,avg
3226,"(-885.5,-885.475]",-885.5,-885.475,0.025,cwd,3.2332812415799966e-5,cwd_avg,avg
3227,"(-885.425,-885.4]",-885.425,-885.4,0.025,cwd,2.047744786333998e-4,cwd_avg,avg
3228,"(-885.325,-885.3]",-885.325,-885.3,0.025,cwd,2.3710729104919976e-4,cwd_avg,avg
3229,"(-885.3,-885.275]",-885.3,-885.275,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
3230,"(-885.225,-885.2]",-885.225,-885.2,0.025,cwd,2.047744786333998e-4,cwd_avg,avg
3231,"(-885.2,-885.175]",-885.2,-885.175,0.025,cwd,3.2332812415799966e-5,cwd_avg,avg
3232,"(-885.125,-885.1]",-885.125,-885.1,0.025,cwd,1.6166406207899985e-4,cwd_avg,avg
3233,"(-885.1,-885.075]",-885.1,-885.075,0.025,cwd,5.388802069299995e-5,cwd_avg,avg
3234,"(-885.025,-885]",-885.025,-885,0.025,cwd,2.2632968691059977e-4,cwd_avg,avg
3235,"(-885,-884.975]",-885,-884.975,0.025,cwd,2.1555208277199977e-5,cwd_avg,avg
3236,"(-884.925,-884.9]",-884.925,-884.9,0.025,cwd,2.4788489518779973e-4,cwd_avg,avg
3237,"(-884.825,-884.8]",-884.825,-884.8,0.025,cwd,2.2632968691059977e-4,cwd_avg,avg
3238,"(-884.8,-884.775]",-884.8,-884.775,0.025,cwd,2.1555208277199977e-5,cwd_avg,avg
3239,"(-884.725,-884.7]",-884.725,-884.7,0.025,cwd,2.586624993263997e-4,cwd_avg,avg
3240,"(-884.7,-884.675]",-884.7,-884.675,0.025,cwd,2.1555208277199977e-5,cwd_avg,avg
3241,"(-884.625,-884.6]",-884.625,-884.6,0.025,cwd,3.5566093657379963e-4,cwd_avg,avg
3242,"(-884.6,-884.575]",-884.6,-884.575,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
3243,"(-884.525,-884.5]",-884.525,-884.5,0.025,cwd,3.017729158807997e-4,cwd_avg,avg
3244,"(-884.5,-884.475]",-884.5,-884.475,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
3245,"(-884.425,-884.4]",-884.425,-884.4,0.025,cwd,2.909953117421997e-4,cwd_avg,avg
3246,"(-884.4,-884.375]",-884.4,-884.375,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
3247,"(-884.325,-884.3]",-884.325,-884.3,0.025,cwd,3.879937489895996e-4,cwd_avg,avg
3248,"(-884.3,-884.275]",-884.3,-884.275,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
3249,"(-884.225,-884.2]",-884.225,-884.2,0.025,cwd,3.4488333243519963e-4,cwd_avg,avg
3250,"(-884.2,-884.175]",-884.2,-884.175,0.025,cwd,4.3110416554399954e-5,cwd_avg,avg
3251,"(-884.125,-884.1]",-884.125,-884.1,0.025,cwd,3.664385407123996e-4,cwd_avg,avg
3252,"(-884.1,-884.075]",-884.1,-884.075,0.025,cwd,2.1555208277199977e-5,cwd_avg,avg
3253,"(-884.025,-884]",-884.025,-884,0.025,cwd,3.5566093657379963e-4,cwd_avg,avg
3254,"(-884,-883.975]",-884,-883.975,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
3255,"(-883.925,-883.9]",-883.925,-883.9,0.025,cwd,3.4488333243519963e-4,cwd_avg,avg
3256,"(-883.825,-883.8]",-883.825,-883.8,0.025,cwd,3.233281241579997e-4,cwd_avg,avg
3257,"(-883.8,-883.775]",-883.8,-883.775,0.025,cwd,2.1555208277199977e-5,cwd_avg,avg
3258,"(-883.725,-883.7]",-883.725,-883.7,0.025,cwd,2.909953117421997e-4,cwd_avg,avg
3259,"(-883.7,-883.675]",-883.7,-883.675,0.025,cwd,3.2332812415799966e-5,cwd_avg,avg
3260,"(-883.625,-883.6]",-883.625,-883.6,0.025,cwd,3.5566093657379963e-4,cwd_avg,avg
3261,"(-883.6,-883.575]",-883.6,-883.575,0.025,cwd,3.2332812415799966e-5,cwd_avg,avg
3262,"(-883.525,-883.5]",-883.525,-883.5,0.025,cwd,3.125505200193997e-4,cwd_avg,avg
3263,"(-883.5,-883.475]",-883.5,-883.475,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
3264,"(-883.425,-883.4]",-883.425,-883.4,0.025,cwd,3.233281241579997e-4,cwd_avg,avg
3265,"(-883.325,-883.3]",-883.325,-883.3,0.025,cwd,3.879937489895996e-4,cwd_avg,avg
3266,"(-883.3,-883.275]",-883.3,-883.275,0.025,cwd,2.1555208277199977e-5,cwd_avg,avg
3267,"(-883.225,-883.2]",-883.225,-883.2,0.025,cwd,3.341057282965997e-4,cwd_avg,avg
3268,"(-883.2,-883.175]",-883.2,-883.175,0.025,cwd,3.2332812415799966e-5,cwd_avg,avg
3269,"(-883.125,-883.1]",-883.125,-883.1,0.025,cwd,3.125505200193997e-4,cwd_avg,avg
3270,"(-883.1,-883.075]",-883.1,-883.075,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
3271,"(-883.025,-883]",-883.025,-883,0.025,cwd,3.341057282965997e-4,cwd_avg,avg
3272,"(-882.925,-882.9]",-882.925,-882.9,0.025,cwd,2.694401034649997e-4,cwd_avg,avg
3273,"(-882.825,-882.8]",-882.825,-882.8,0.025,cwd,2.155520827719998e-4,cwd_avg,avg
3274,"(-882.8,-882.775]",-882.8,-882.775,0.025,cwd,5.388802069299995e-5,cwd_avg,avg
3275,"(-882.725,-882.7]",-882.725,-882.7,0.025,cwd,2.4788489518779973e-4,cwd_avg,avg
3276,"(-882.7,-882.675]",-882.7,-882.675,0.025,cwd,2.1555208277199977e-5,cwd_avg,avg
3277,"(-882.625,-882.6]",-882.625,-882.6,0.025,cwd,2.4788489518779973e-4,cwd_avg,avg
3278,"(-882.6,-882.575]",-882.6,-882.575,0.025,cwd,3.2332812415799966e-5,cwd_avg,avg
3279,"(-882.525,-882.5]",-882.525,-882.5,0.025,cwd,3.017729158807997e-4,cwd_avg,avg
3280,"(-882.5,-882.475]",-882.5,-882.475,0.025,cwd,4.3110416554399954e-5,cwd_avg,avg
3281,"(-882.425,-882.4]",-882.425,-882.4,0.025,cwd,3.125505200193997e-4,cwd_avg,avg
3282,"(-882.325,-882.3]",-882.325,-882.3,0.025,cwd,2.909953117421997e-4,cwd_avg,avg
3283,"(-882.225,-882.2]",-882.225,-882.2,0.025,cwd,3.125505200193997e-4,cwd_avg,avg
3284,"(-882.2,-882.175]",-882.2,-882.175,0.025,cwd,4.3110416554399954e-5,cwd_avg,avg
3285,"(-882.125,-882.1]",-882.125,-882.1,0.025,cwd,1.832192703561998e-4,cwd_avg,avg
3286,"(-882.1,-882.075]",-882.1,-882.075,0.025,cwd,2.1555208277199977e-5,cwd_avg,avg
3287,"(-882.025,-882]",-882.025,-882,0.025,cwd,2.694401034649997e-4,cwd_avg,avg
3288,"(-882,-881.975]",-882,-881.975,0.025,cwd,2.1555208277199977e-5,cwd_avg,avg
3289,"(-881.925,-881.9]",-881.925,-881.9,0.025,cwd,3.664385407123996e-4,cwd_avg,avg
3290,"(-881.825,-881.8]",-881.825,-881.8,0.025,cwd,2.802177076035997e-4,cwd_avg,avg
3291,"(-881.8,-881.775]",-881.8,-881.775,0.025,cwd,2.1555208277199977e-5,cwd_avg,avg
3292,"(-881.725,-881.7]",-881.725,-881.7,0.025,cwd,3.4488333243519963e-4,cwd_avg,avg
3293,"(-881.7,-881.675]",-881.7,-881.675,0.025,cwd,3.2332812415799966e-5,cwd_avg,avg
3294,"(-881.625,-881.6]",-881.625,-881.6,0.025,cwd,4.203265614053996e-4,cwd_avg,avg
3295,"(-881.6,-881.575]",-881.6,-881.575,0.025,cwd,3.2332812415799966e-5,cwd_avg,avg
3296,"(-881.525,-881.5]",-881.525,-881.5,0.025,cwd,2.802177076035997e-4,cwd_avg,avg
3297,"(-881.425,-881.4]",-881.425,-881.4,0.025,cwd,3.017729158807997e-4,cwd_avg,avg
3298,"(-881.325,-881.3]",-881.325,-881.3,0.025,cwd,2.909953117421997e-4,cwd_avg,avg
3299,"(-881.225,-881.2]",-881.225,-881.2,0.025,cwd,1.939968744947998e-4,cwd_avg,avg
3300,"(-881.2,-881.175]",-881.2,-881.175,0.025,cwd,2.1555208277199977e-5,cwd_avg,avg
3301,"(-881.125,-881.1]",-881.125,-881.1,0.025,cwd,2.155520827719998e-4,cwd_avg,avg
3302,"(-881.1,-881.075]",-881.1,-881.075,0.025,cwd,2.1555208277199977e-5,cwd_avg,avg
3303,"(-881.025,-881]",-881.025,-881,0.025,cwd,3.125505200193997e-4,cwd_avg,avg
3304,"(-880.925,-880.9]",-880.925,-880.9,0.025,cwd,3.125505200193997e-4,cwd_avg,avg
3305,"(-880.825,-880.8]",-880.825,-880.8,0.025,cwd,2.802177076035997e-4,cwd_avg,avg
3306,"(-880.725,-880.7]",-880.725,-880.7,0.025,cwd,2.2632968691059977e-4,cwd_avg,avg
3307,"(-880.7,-880.675]",-880.7,-880.675,0.025,cwd,2.1555208277199977e-5,cwd_avg,avg
3308,"(-880.625,-880.6]",-880.625,-880.6,0.025,cwd,2.694401034649997e-4,cwd_avg,avg
3309,"(-880.6,-880.575]",-880.6,-880.575,0.025,cwd,2.1555208277199977e-5,cwd_avg,avg
3310,"(-880.525,-880.5]",-880.525,-880.5,0.025,cwd,2.3710729104919976e-4,cwd_avg,avg
3311,"(-880.5,-880.475]",-880.5,-880.475,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
3312,"(-880.425,-880.4]",-880.425,-880.4,0.025,cwd,3.017729158807997e-4,cwd_avg,avg
3313,"(-880.325,-880.3]",-880.325,-880.3,0.025,cwd,2.047744786333998e-4,cwd_avg,avg
3314,"(-880.3,-880.275]",-880.3,-880.275,0.025,cwd,2.1555208277199977e-5,cwd_avg,avg
