n_bin,bin,bin_from,bin_to,bin_size,variable,cwd_avg,variable_metric,metric
11449,"(-386.9,-386.875]",-386.9,-386.875,0.025,cwd,2.1555208277199977e-5,cwd_avg,avg
11450,"(-386.825,-386.8]",-386.825,-386.8,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
11451,"(-386.725,-386.7]",-386.725,-386.7,0.025,cwd,1.6166406207899985e-4,cwd_avg,avg
11452,"(-386.625,-386.6]",-386.625,-386.6,0.025,cwd,7.544322897019993e-5,cwd_avg,avg
11453,"(-386.6,-386.575]",-386.6,-386.575,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
11454,"(-386.525,-386.5]",-386.525,-386.5,0.025,cwd,6.466562483159993e-5,cwd_avg,avg
11455,"(-386.5,-386.475]",-386.5,-386.475,0.025,cwd,2.1555208277199977e-5,cwd_avg,avg
11456,"(-386.425,-386.4]",-386.425,-386.4,0.025,cwd,6.466562483159993e-5,cwd_avg,avg
11457,"(-386.325,-386.3]",-386.325,-386.3,0.025,cwd,4.3110416554399954e-5,cwd_avg,avg
11458,"(-386.225,-386.2]",-386.225,-386.2,0.025,cwd,1.077760413859999e-4,cwd_avg,avg
11459,"(-386.125,-386.1]",-386.125,-386.1,0.025,cwd,5.388802069299995e-5,cwd_avg,avg
11460,"(-386.025,-386]",-386.025,-386,0.025,cwd,3.2332812415799966e-5,cwd_avg,avg
11461,"(-386,-385.975]",-386,-385.975,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
11462,"(-385.925,-385.9]",-385.925,-385.9,0.025,cwd,4.3110416554399954e-5,cwd_avg,avg
11463,"(-385.9,-385.875]",-385.9,-385.875,0.025,cwd,2.1555208277199977e-5,cwd_avg,avg
11464,"(-385.825,-385.8]",-385.825,-385.8,0.025,cwd,2.1555208277199977e-5,cwd_avg,avg
11465,"(-385.8,-385.775]",-385.8,-385.775,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
11466,"(-385.725,-385.7]",-385.725,-385.7,0.025,cwd,6.466562483159993e-5,cwd_avg,avg
11467,"(-385.625,-385.6]",-385.625,-385.6,0.025,cwd,6.466562483159993e-5,cwd_avg,avg
11468,"(-385.525,-385.5]",-385.525,-385.5,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
11469,"(-385.425,-385.4]",-385.425,-385.4,0.025,cwd,5.388802069299995e-5,cwd_avg,avg
11470,"(-385.325,-385.3]",-385.325,-385.3,0.025,cwd,7.544322897019993e-5,cwd_avg,avg
11471,"(-385.3,-385.275]",-385.3,-385.275,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
11472,"(-385.225,-385.2]",-385.225,-385.2,0.025,cwd,2.1555208277199977e-5,cwd_avg,avg
11473,"(-385.125,-385.1]",-385.125,-385.1,0.025,cwd,3.2332812415799966e-5,cwd_avg,avg
11474,"(-385.025,-385]",-385.025,-385,0.025,cwd,3.2332812415799966e-5,cwd_avg,avg
11475,"(-385,-384.975]",-385,-384.975,0.025,cwd,3.2332812415799966e-5,cwd_avg,avg
11476,"(-384.925,-384.9]",-384.925,-384.9,0.025,cwd,8.622083310879991e-5,cwd_avg,avg
11477,"(-384.9,-384.875]",-384.9,-384.875,0.025,cwd,2.1555208277199977e-5,cwd_avg,avg
11478,"(-384.825,-384.8]",-384.825,-384.8,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
11479,"(-384.8,-384.775]",-384.8,-384.775,0.025,cwd,2.1555208277199977e-5,cwd_avg,avg
11480,"(-384.725,-384.7]",-384.725,-384.7,0.025,cwd,5.388802069299995e-5,cwd_avg,avg
11481,"(-384.625,-384.6]",-384.625,-384.6,0.025,cwd,4.3110416554399954e-5,cwd_avg,avg
11482,"(-384.525,-384.5]",-384.525,-384.5,0.025,cwd,3.2332812415799966e-5,cwd_avg,avg
11483,"(-384.425,-384.4]",-384.425,-384.4,0.025,cwd,2.1555208277199977e-5,cwd_avg,avg
11484,"(-384.325,-384.3]",-384.325,-384.3,0.025,cwd,2.1555208277199977e-5,cwd_avg,avg
11485,"(-384.225,-384.2]",-384.225,-384.2,0.025,cwd,9.69984372473999e-5,cwd_avg,avg
11486,"(-384.125,-384.1]",-384.125,-384.1,0.025,cwd,5.388802069299995e-5,cwd_avg,avg
11487,"(-384.1,-384.075]",-384.1,-384.075,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
11488,"(-384.025,-384]",-384.025,-384,0.025,cwd,5.388802069299995e-5,cwd_avg,avg
11489,"(-384,-383.975]",-384,-383.975,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
11490,"(-383.925,-383.9]",-383.925,-383.9,0.025,cwd,5.388802069299995e-5,cwd_avg,avg
11491,"(-383.825,-383.8]",-383.825,-383.8,0.025,cwd,5.388802069299995e-5,cwd_avg,avg
11492,"(-383.725,-383.7]",-383.725,-383.7,0.025,cwd,5.388802069299995e-5,cwd_avg,avg
11493,"(-383.625,-383.6]",-383.625,-383.6,0.025,cwd,6.466562483159993e-5,cwd_avg,avg
11494,"(-383.6,-383.575]",-383.6,-383.575,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
11495,"(-383.525,-383.5]",-383.525,-383.5,0.025,cwd,6.466562483159993e-5,cwd_avg,avg
11496,"(-383.5,-383.475]",-383.5,-383.475,0.025,cwd,2.1555208277199977e-5,cwd_avg,avg
11497,"(-383.425,-383.4]",-383.425,-383.4,0.025,cwd,8.622083310879991e-5,cwd_avg,avg
11498,"(-383.325,-383.3]",-383.325,-383.3,0.025,cwd,4.3110416554399954e-5,cwd_avg,avg
11499,"(-383.3,-383.275]",-383.3,-383.275,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
11500,"(-383.225,-383.2]",-383.225,-383.2,0.025,cwd,3.2332812415799966e-5,cwd_avg,avg
11501,"(-383.125,-383.1]",-383.125,-383.1,0.025,cwd,9.69984372473999e-5,cwd_avg,avg
11502,"(-383.1,-383.075]",-383.1,-383.075,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
11503,"(-383,-382.975]",-383,-382.975,0.025,cwd,4.3110416554399954e-5,cwd_avg,avg
11504,"(-382.925,-382.9]",-382.925,-382.9,0.025,cwd,9.69984372473999e-5,cwd_avg,avg
11505,"(-382.825,-382.8]",-382.825,-382.8,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
11506,"(-382.725,-382.7]",-382.725,-382.7,0.025,cwd,8.622083310879991e-5,cwd_avg,avg
11507,"(-382.625,-382.6]",-382.625,-382.6,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
11508,"(-382.525,-382.5]",-382.525,-382.5,0.025,cwd,3.2332812415799966e-5,cwd_avg,avg
11509,"(-382.5,-382.475]",-382.5,-382.475,0.025,cwd,2.1555208277199977e-5,cwd_avg,avg
11510,"(-382.425,-382.4]",-382.425,-382.4,0.025,cwd,3.2332812415799966e-5,cwd_avg,avg
11511,"(-382.325,-382.3]",-382.325,-382.3,0.025,cwd,4.3110416554399954e-5,cwd_avg,avg
11512,"(-382.3,-382.275]",-382.3,-382.275,0.025,cwd,4.3110416554399954e-5,cwd_avg,avg
11513,"(-382.225,-382.2]",-382.225,-382.2,0.025,cwd,3.2332812415799966e-5,cwd_avg,avg
11514,"(-382.125,-382.1]",-382.125,-382.1,0.025,cwd,6.466562483159993e-5,cwd_avg,avg
11515,"(-382.025,-382]",-382.025,-382,0.025,cwd,3.2332812415799966e-5,cwd_avg,avg
11516,"(-382,-381.975]",-382,-381.975,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
11517,"(-381.925,-381.9]",-381.925,-381.9,0.025,cwd,9.69984372473999e-5,cwd_avg,avg
11518,"(-381.825,-381.8]",-381.825,-381.8,0.025,cwd,6.466562483159993e-5,cwd_avg,avg
11519,"(-381.725,-381.7]",-381.725,-381.7,0.025,cwd,5.388802069299995e-5,cwd_avg,avg
11520,"(-381.625,-381.6]",-381.625,-381.6,0.025,cwd,2.1555208277199977e-5,cwd_avg,avg
11521,"(-381.525,-381.5]",-381.525,-381.5,0.025,cwd,3.2332812415799966e-5,cwd_avg,avg
11522,"(-381.425,-381.4]",-381.425,-381.4,0.025,cwd,3.2332812415799966e-5,cwd_avg,avg
11523,"(-381.4,-381.375]",-381.4,-381.375,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
11524,"(-381.325,-381.3]",-381.325,-381.3,0.025,cwd,5.388802069299995e-5,cwd_avg,avg
11525,"(-381.3,-381.275]",-381.3,-381.275,0.025,cwd,2.1555208277199977e-5,cwd_avg,avg
11526,"(-381.225,-381.2]",-381.225,-381.2,0.025,cwd,6.466562483159993e-5,cwd_avg,avg
11527,"(-381.125,-381.1]",-381.125,-381.1,0.025,cwd,4.3110416554399954e-5,cwd_avg,avg
11528,"(-381.025,-381]",-381.025,-381,0.025,cwd,3.2332812415799966e-5,cwd_avg,avg
11529,"(-381,-380.975]",-381,-380.975,0.025,cwd,3.2332812415799966e-5,cwd_avg,avg
11530,"(-380.925,-380.9]",-380.925,-380.9,0.025,cwd,3.2332812415799966e-5,cwd_avg,avg
11531,"(-380.825,-380.8]",-380.825,-380.8,0.025,cwd,8.622083310879991e-5,cwd_avg,avg
11532,"(-380.8,-380.775]",-380.8,-380.775,0.025,cwd,2.1555208277199977e-5,cwd_avg,avg
11533,"(-380.725,-380.7]",-380.725,-380.7,0.025,cwd,4.3110416554399954e-5,cwd_avg,avg
11534,"(-380.625,-380.6]",-380.625,-380.6,0.025,cwd,4.3110416554399954e-5,cwd_avg,avg
11535,"(-380.6,-380.575]",-380.6,-380.575,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
11536,"(-380.525,-380.5]",-380.525,-380.5,0.025,cwd,4.3110416554399954e-5,cwd_avg,avg
11537,"(-380.5,-380.475]",-380.5,-380.475,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
11538,"(-380.425,-380.4]",-380.425,-380.4,0.025,cwd,1.077760413859999e-4,cwd_avg,avg
11539,"(-380.4,-380.375]",-380.4,-380.375,0.025,cwd,3.2332812415799966e-5,cwd_avg,avg
11540,"(-380.325,-380.3]",-380.325,-380.3,0.025,cwd,3.2332812415799966e-5,cwd_avg,avg
11541,"(-380.225,-380.2]",-380.225,-380.2,0.025,cwd,5.388802069299995e-5,cwd_avg,avg
11542,"(-380.125,-380.1]",-380.125,-380.1,0.025,cwd,6.466562483159993e-5,cwd_avg,avg
11543,"(-380.025,-380]",-380.025,-380,0.025,cwd,5.388802069299995e-5,cwd_avg,avg
11544,"(-379.925,-379.9]",-379.925,-379.9,0.025,cwd,5.388802069299995e-5,cwd_avg,avg
11545,"(-379.825,-379.8]",-379.825,-379.8,0.025,cwd,2.1555208277199977e-5,cwd_avg,avg
11546,"(-379.8,-379.775]",-379.8,-379.775,0.025,cwd,2.1555208277199977e-5,cwd_avg,avg
11547,"(-379.725,-379.7]",-379.725,-379.7,0.025,cwd,5.388802069299995e-5,cwd_avg,avg
11548,"(-379.625,-379.6]",-379.625,-379.6,0.025,cwd,6.466562483159993e-5,cwd_avg,avg
11549,"(-379.525,-379.5]",-379.525,-379.5,0.025,cwd,4.3110416554399954e-5,cwd_avg,avg
11550,"(-379.5,-379.475]",-379.5,-379.475,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
11551,"(-379.425,-379.4]",-379.425,-379.4,0.025,cwd,5.388802069299995e-5,cwd_avg,avg
11552,"(-379.325,-379.3]",-379.325,-379.3,0.025,cwd,2.1555208277199977e-5,cwd_avg,avg
11553,"(-379.225,-379.2]",-379.225,-379.2,0.025,cwd,7.544322897019993e-5,cwd_avg,avg
11554,"(-379.125,-379.1]",-379.125,-379.1,0.025,cwd,9.69984372473999e-5,cwd_avg,avg
11555,"(-379.025,-379]",-379.025,-379,0.025,cwd,2.1555208277199977e-5,cwd_avg,avg
11556,"(-379,-378.975]",-379,-378.975,0.025,cwd,4.3110416554399954e-5,cwd_avg,avg
11557,"(-378.925,-378.9]",-378.925,-378.9,0.025,cwd,3.2332812415799966e-5,cwd_avg,avg
11558,"(-378.9,-378.875]",-378.9,-378.875,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
11559,"(-378.825,-378.8]",-378.825,-378.8,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
11560,"(-378.8,-378.775]",-378.8,-378.775,0.025,cwd,2.1555208277199977e-5,cwd_avg,avg
11561,"(-378.725,-378.7]",-378.725,-378.7,0.025,cwd,4.3110416554399954e-5,cwd_avg,avg
11562,"(-378.625,-378.6]",-378.625,-378.6,0.025,cwd,1.077760413859999e-4,cwd_avg,avg
11563,"(-378.525,-378.5]",-378.525,-378.5,0.025,cwd,5.388802069299995e-5,cwd_avg,avg
11564,"(-378.425,-378.4]",-378.425,-378.4,0.025,cwd,3.2332812415799966e-5,cwd_avg,avg
11565,"(-378.4,-378.375]",-378.4,-378.375,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
11566,"(-378.325,-378.3]",-378.325,-378.3,0.025,cwd,4.3110416554399954e-5,cwd_avg,avg
11567,"(-378.225,-378.2]",-378.225,-378.2,0.025,cwd,6.466562483159993e-5,cwd_avg,avg
11568,"(-378.125,-378.1]",-378.125,-378.1,0.025,cwd,3.2332812415799966e-5,cwd_avg,avg
11569,"(-378.1,-378.075]",-378.1,-378.075,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
11570,"(-378.025,-378]",-378.025,-378,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
11571,"(-378,-377.975]",-378,-377.975,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
11572,"(-377.925,-377.9]",-377.925,-377.9,0.025,cwd,4.3110416554399954e-5,cwd_avg,avg
11573,"(-377.9,-377.875]",-377.9,-377.875,0.025,cwd,2.1555208277199977e-5,cwd_avg,avg
11574,"(-377.825,-377.8]",-377.825,-377.8,0.025,cwd,3.2332812415799966e-5,cwd_avg,avg
11575,"(-377.8,-377.775]",-377.8,-377.775,0.025,cwd,3.2332812415799966e-5,cwd_avg,avg
11576,"(-377.725,-377.7]",-377.725,-377.7,0.025,cwd,7.544322897019993e-5,cwd_avg,avg
11577,"(-377.525,-377.5]",-377.525,-377.5,0.025,cwd,2.1555208277199977e-5,cwd_avg,avg
11578,"(-377.5,-377.475]",-377.5,-377.475,0.025,cwd,2.1555208277199977e-5,cwd_avg,avg
11579,"(-377.425,-377.4]",-377.425,-377.4,0.025,cwd,6.466562483159993e-5,cwd_avg,avg
11580,"(-377.325,-377.3]",-377.325,-377.3,0.025,cwd,4.3110416554399954e-5,cwd_avg,avg
11581,"(-377.3,-377.275]",-377.3,-377.275,0.025,cwd,2.1555208277199977e-5,cwd_avg,avg
11582,"(-377.225,-377.2]",-377.225,-377.2,0.025,cwd,7.544322897019993e-5,cwd_avg,avg
11583,"(-377.125,-377.1]",-377.125,-377.1,0.025,cwd,3.2332812415799966e-5,cwd_avg,avg
11584,"(-377.1,-377.075]",-377.1,-377.075,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
11585,"(-377.025,-377]",-377.025,-377,0.025,cwd,2.1555208277199977e-5,cwd_avg,avg
11586,"(-376.925,-376.9]",-376.925,-376.9,0.025,cwd,2.1555208277199977e-5,cwd_avg,avg
11587,"(-376.825,-376.8]",-376.825,-376.8,0.025,cwd,4.3110416554399954e-5,cwd_avg,avg
11588,"(-376.8,-376.775]",-376.8,-376.775,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
11589,"(-376.725,-376.7]",-376.725,-376.7,0.025,cwd,7.544322897019993e-5,cwd_avg,avg
11590,"(-376.625,-376.6]",-376.625,-376.6,0.025,cwd,3.2332812415799966e-5,cwd_avg,avg
11591,"(-376.525,-376.5]",-376.525,-376.5,0.025,cwd,2.1555208277199977e-5,cwd_avg,avg
11592,"(-376.5,-376.475]",-376.5,-376.475,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
11593,"(-376.425,-376.4]",-376.425,-376.4,0.025,cwd,4.3110416554399954e-5,cwd_avg,avg
11594,"(-376.4,-376.375]",-376.4,-376.375,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
11595,"(-376.325,-376.3]",-376.325,-376.3,0.025,cwd,6.466562483159993e-5,cwd_avg,avg
11596,"(-376.3,-376.275]",-376.3,-376.275,0.025,cwd,2.1555208277199977e-5,cwd_avg,avg
11597,"(-376.225,-376.2]",-376.225,-376.2,0.025,cwd,6.466562483159993e-5,cwd_avg,avg
11598,"(-376.125,-376.1]",-376.125,-376.1,0.025,cwd,8.622083310879991e-5,cwd_avg,avg
11599,"(-376.1,-376.075]",-376.1,-376.075,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
11600,"(-376.025,-376]",-376.025,-376,0.025,cwd,4.3110416554399954e-5,cwd_avg,avg
11601,"(-376,-375.975]",-376,-375.975,0.025,cwd,2.1555208277199977e-5,cwd_avg,avg
11602,"(-375.925,-375.9]",-375.925,-375.9,0.025,cwd,8.622083310879991e-5,cwd_avg,avg
11603,"(-375.9,-375.875]",-375.9,-375.875,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
11604,"(-375.825,-375.8]",-375.825,-375.8,0.025,cwd,5.388802069299995e-5,cwd_avg,avg
11605,"(-375.8,-375.775]",-375.8,-375.775,0.025,cwd,2.1555208277199977e-5,cwd_avg,avg
11606,"(-375.725,-375.7]",-375.725,-375.7,0.025,cwd,1.1855364552459988e-4,cwd_avg,avg
11607,"(-375.625,-375.6]",-375.625,-375.6,0.025,cwd,6.466562483159993e-5,cwd_avg,avg
11608,"(-375.525,-375.5]",-375.525,-375.5,0.025,cwd,2.1555208277199977e-5,cwd_avg,avg
11609,"(-375.425,-375.4]",-375.425,-375.4,0.025,cwd,8.622083310879991e-5,cwd_avg,avg
11610,"(-375.4,-375.375]",-375.4,-375.375,0.025,cwd,3.2332812415799966e-5,cwd_avg,avg
11611,"(-375.325,-375.3]",-375.325,-375.3,0.025,cwd,7.544322897019993e-5,cwd_avg,avg
11612,"(-375.225,-375.2]",-375.225,-375.2,0.025,cwd,5.388802069299995e-5,cwd_avg,avg
11613,"(-375.125,-375.1]",-375.125,-375.1,0.025,cwd,7.544322897019993e-5,cwd_avg,avg
11614,"(-375.025,-375]",-375.025,-375,0.025,cwd,3.2332812415799966e-5,cwd_avg,avg
11615,"(-375,-374.975]",-375,-374.975,0.025,cwd,2.1555208277199977e-5,cwd_avg,avg
11616,"(-374.925,-374.9]",-374.925,-374.9,0.025,cwd,7.544322897019993e-5,cwd_avg,avg
11617,"(-374.825,-374.8]",-374.825,-374.8,0.025,cwd,6.466562483159993e-5,cwd_avg,avg
11618,"(-374.8,-374.775]",-374.8,-374.775,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
11619,"(-374.725,-374.7]",-374.725,-374.7,0.025,cwd,7.544322897019993e-5,cwd_avg,avg
11620,"(-374.625,-374.6]",-374.625,-374.6,0.025,cwd,6.466562483159993e-5,cwd_avg,avg
11621,"(-374.525,-374.5]",-374.525,-374.5,0.025,cwd,3.2332812415799966e-5,cwd_avg,avg
11622,"(-374.5,-374.475]",-374.5,-374.475,0.025,cwd,2.1555208277199977e-5,cwd_avg,avg
11623,"(-374.425,-374.4]",-374.425,-374.4,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
11624,"(-374.325,-374.3]",-374.325,-374.3,0.025,cwd,4.3110416554399954e-5,cwd_avg,avg
11625,"(-374.225,-374.2]",-374.225,-374.2,0.025,cwd,6.466562483159993e-5,cwd_avg,avg
11626,"(-374.125,-374.1]",-374.125,-374.1,0.025,cwd,4.3110416554399954e-5,cwd_avg,avg
11627,"(-374.025,-374]",-374.025,-374,0.025,cwd,7.544322897019993e-5,cwd_avg,avg
11628,"(-374,-373.975]",-374,-373.975,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
11629,"(-373.925,-373.9]",-373.925,-373.9,0.025,cwd,4.3110416554399954e-5,cwd_avg,avg
11630,"(-373.9,-373.875]",-373.9,-373.875,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
11631,"(-373.825,-373.8]",-373.825,-373.8,0.025,cwd,5.388802069299995e-5,cwd_avg,avg
11632,"(-373.8,-373.775]",-373.8,-373.775,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
11633,"(-373.725,-373.7]",-373.725,-373.7,0.025,cwd,4.3110416554399954e-5,cwd_avg,avg
11634,"(-373.625,-373.6]",-373.625,-373.6,0.025,cwd,2.1555208277199977e-5,cwd_avg,avg
11635,"(-373.525,-373.5]",-373.525,-373.5,0.025,cwd,2.1555208277199977e-5,cwd_avg,avg
11636,"(-373.5,-373.475]",-373.5,-373.475,0.025,cwd,2.1555208277199977e-5,cwd_avg,avg
11637,"(-373.425,-373.4]",-373.425,-373.4,0.025,cwd,3.2332812415799966e-5,cwd_avg,avg
11638,"(-373.325,-373.3]",-373.325,-373.3,0.025,cwd,4.3110416554399954e-5,cwd_avg,avg
11639,"(-373.3,-373.275]",-373.3,-373.275,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
11640,"(-373.225,-373.2]",-373.225,-373.2,0.025,cwd,8.622083310879991e-5,cwd_avg,avg
11641,"(-373.125,-373.1]",-373.125,-373.1,0.025,cwd,7.544322897019993e-5,cwd_avg,avg
11642,"(-373.025,-373]",-373.025,-373,0.025,cwd,5.388802069299995e-5,cwd_avg,avg
11643,"(-373,-372.975]",-373,-372.975,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
11644,"(-372.925,-372.9]",-372.925,-372.9,0.025,cwd,6.466562483159993e-5,cwd_avg,avg
11645,"(-372.825,-372.8]",-372.825,-372.8,0.025,cwd,7.544322897019993e-5,cwd_avg,avg
11646,"(-372.725,-372.7]",-372.725,-372.7,0.025,cwd,9.69984372473999e-5,cwd_avg,avg
11647,"(-372.625,-372.6]",-372.625,-372.6,0.025,cwd,6.466562483159993e-5,cwd_avg,avg
11648,"(-372.525,-372.5]",-372.525,-372.5,0.025,cwd,5.388802069299995e-5,cwd_avg,avg
11649,"(-372.5,-372.475]",-372.5,-372.475,0.025,cwd,4.3110416554399954e-5,cwd_avg,avg
11650,"(-372.425,-372.4]",-372.425,-372.4,0.025,cwd,6.466562483159993e-5,cwd_avg,avg
11651,"(-372.325,-372.3]",-372.325,-372.3,0.025,cwd,4.3110416554399954e-5,cwd_avg,avg
11652,"(-372.3,-372.275]",-372.3,-372.275,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
11653,"(-372.225,-372.2]",-372.225,-372.2,0.025,cwd,7.544322897019993e-5,cwd_avg,avg
11654,"(-372.125,-372.1]",-372.125,-372.1,0.025,cwd,4.3110416554399954e-5,cwd_avg,avg
11655,"(-372.1,-372.075]",-372.1,-372.075,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
11656,"(-372.025,-372]",-372.025,-372,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
11657,"(-371.925,-371.9]",-371.925,-371.9,0.025,cwd,5.388802069299995e-5,cwd_avg,avg
11658,"(-371.825,-371.8]",-371.825,-371.8,0.025,cwd,3.2332812415799966e-5,cwd_avg,avg
11659,"(-371.725,-371.7]",-371.725,-371.7,0.025,cwd,5.388802069299995e-5,cwd_avg,avg
11660,"(-371.625,-371.6]",-371.625,-371.6,0.025,cwd,2.1555208277199977e-5,cwd_avg,avg
11661,"(-371.525,-371.5]",-371.525,-371.5,0.025,cwd,3.2332812415799966e-5,cwd_avg,avg
11662,"(-371.5,-371.475]",-371.5,-371.475,0.025,cwd,3.2332812415799966e-5,cwd_avg,avg
11663,"(-371.425,-371.4]",-371.425,-371.4,0.025,cwd,7.544322897019993e-5,cwd_avg,avg
11664,"(-371.325,-371.3]",-371.325,-371.3,0.025,cwd,3.2332812415799966e-5,cwd_avg,avg
11665,"(-371.3,-371.275]",-371.3,-371.275,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
11666,"(-371.225,-371.2]",-371.225,-371.2,0.025,cwd,7.544322897019993e-5,cwd_avg,avg
11667,"(-371.125,-371.1]",-371.125,-371.1,0.025,cwd,4.3110416554399954e-5,cwd_avg,avg
11668,"(-371.025,-371]",-371.025,-371,0.025,cwd,5.388802069299995e-5,cwd_avg,avg
11669,"(-371,-370.975]",-371,-370.975,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
11670,"(-370.925,-370.9]",-370.925,-370.9,0.025,cwd,5.388802069299995e-5,cwd_avg,avg
11671,"(-370.9,-370.875]",-370.9,-370.875,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
11672,"(-370.825,-370.8]",-370.825,-370.8,0.025,cwd,7.544322897019993e-5,cwd_avg,avg
11673,"(-370.8,-370.775]",-370.8,-370.775,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
11674,"(-370.725,-370.7]",-370.725,-370.7,0.025,cwd,6.466562483159993e-5,cwd_avg,avg
11675,"(-370.625,-370.6]",-370.625,-370.6,0.025,cwd,5.388802069299995e-5,cwd_avg,avg
11676,"(-370.525,-370.5]",-370.525,-370.5,0.025,cwd,5.388802069299995e-5,cwd_avg,avg
11677,"(-370.5,-370.475]",-370.5,-370.475,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
11678,"(-370.425,-370.4]",-370.425,-370.4,0.025,cwd,5.388802069299995e-5,cwd_avg,avg
11679,"(-370.4,-370.375]",-370.4,-370.375,0.025,cwd,2.1555208277199977e-5,cwd_avg,avg
11680,"(-370.325,-370.3]",-370.325,-370.3,0.025,cwd,9.69984372473999e-5,cwd_avg,avg
11681,"(-370.225,-370.2]",-370.225,-370.2,0.025,cwd,5.388802069299995e-5,cwd_avg,avg
11682,"(-370.125,-370.1]",-370.125,-370.1,0.025,cwd,6.466562483159993e-5,cwd_avg,avg
11683,"(-370.025,-370]",-370.025,-370,0.025,cwd,9.69984372473999e-5,cwd_avg,avg
11684,"(-370,-369.975]",-370,-369.975,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
11685,"(-369.925,-369.9]",-369.925,-369.9,0.025,cwd,3.2332812415799966e-5,cwd_avg,avg
11686,"(-369.9,-369.875]",-369.9,-369.875,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
11687,"(-369.825,-369.8]",-369.825,-369.8,0.025,cwd,2.1555208277199977e-5,cwd_avg,avg
11688,"(-369.725,-369.7]",-369.725,-369.7,0.025,cwd,4.3110416554399954e-5,cwd_avg,avg
11689,"(-369.625,-369.6]",-369.625,-369.6,0.025,cwd,5.388802069299995e-5,cwd_avg,avg
11690,"(-369.525,-369.5]",-369.525,-369.5,0.025,cwd,2.1555208277199977e-5,cwd_avg,avg
11691,"(-369.5,-369.475]",-369.5,-369.475,0.025,cwd,2.1555208277199977e-5,cwd_avg,avg
11692,"(-369.425,-369.4]",-369.425,-369.4,0.025,cwd,5.388802069299995e-5,cwd_avg,avg
11693,"(-369.4,-369.375]",-369.4,-369.375,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
11694,"(-369.325,-369.3]",-369.325,-369.3,0.025,cwd,5.388802069299995e-5,cwd_avg,avg
11695,"(-369.225,-369.2]",-369.225,-369.2,0.025,cwd,8.622083310879991e-5,cwd_avg,avg
11696,"(-369.125,-369.1]",-369.125,-369.1,0.025,cwd,2.1555208277199977e-5,cwd_avg,avg
11697,"(-369.025,-369]",-369.025,-369,0.025,cwd,4.3110416554399954e-5,cwd_avg,avg
11698,"(-368.925,-368.9]",-368.925,-368.9,0.025,cwd,4.3110416554399954e-5,cwd_avg,avg
11699,"(-368.825,-368.8]",-368.825,-368.8,0.025,cwd,4.3110416554399954e-5,cwd_avg,avg
11700,"(-368.8,-368.775]",-368.8,-368.775,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
11701,"(-368.725,-368.7]",-368.725,-368.7,0.025,cwd,6.466562483159993e-5,cwd_avg,avg
