n_bin,bin,bin_from,bin_to,bin_size,variable,rnr_avg,variable_metric,metric
255,"(-221.42,-221.4]",-221.42,-221.4,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
256,"(-221.4,-221.38]",-221.4,-221.38,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
257,"(-217.6,-217.57]",-217.6,-217.57,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
258,"(-217.42,-217.4]",-217.42,-217.4,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
259,"(-215.82,-215.8]",-215.82,-215.8,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
260,"(-215.42,-215.4]",-215.42,-215.4,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
261,"(-215.32,-215.3]",-215.32,-215.3,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
262,"(-212.88,-212.85]",-212.88,-212.85,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
263,"(-212.6,-212.57]",-212.6,-212.57,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
264,"(-210.82,-210.8]",-210.82,-210.8,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
265,"(-210.42,-210.4]",-210.42,-210.4,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
266,"(-209.92,-209.9]",-209.92,-209.9,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
267,"(-209.57,-209.55]",-209.57,-209.55,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
268,"(-209.17,-209.15]",-209.17,-209.15,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
269,"(-208.88,-208.85]",-208.88,-208.85,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
270,"(-207.32,-207.3]",-207.32,-207.3,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
271,"(-206.67,-206.65]",-206.67,-206.65,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
272,"(-206.3,-206.27]",-206.3,-206.27,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
273,"(-205.8,-205.77]",-205.8,-205.77,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
274,"(-205.17,-205.15]",-205.17,-205.15,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
275,"(-205.15,-205.12]",-205.15,-205.12,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
276,"(-202.32,-202.3]",-202.32,-202.3,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
277,"(-202.02,-202]",-202.02,-202,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
278,"(-201.23,-201.2]",-201.23,-201.2,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
279,"(-200.38,-200.35]",-200.38,-200.35,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
280,"(-197.6,-197.57]",-197.6,-197.57,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
281,"(-196.2,-196.17]",-196.2,-196.17,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
282,"(-194.02,-194]",-194.02,-194,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
283,"(-193.23,-193.2]",-193.23,-193.2,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
284,"(-193.1,-193.07]",-193.1,-193.07,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
285,"(-192.2,-192.17]",-192.2,-192.17,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
286,"(-191.55,-191.52]",-191.55,-191.52,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
287,"(-189.88,-189.85]",-189.88,-189.85,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
288,"(-189.67,-189.65]",-189.67,-189.65,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
289,"(-189,-188.98]",-189,-188.98,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
290,"(-188.82,-188.8]",-188.82,-188.8,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
291,"(-188.67,-188.65]",-188.67,-188.65,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
292,"(-188.12,-188.1]",-188.12,-188.1,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
293,"(-187.9,-187.88]",-187.9,-187.88,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
294,"(-187.57,-187.55]",-187.57,-187.55,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
295,"(-187.52,-187.5]",-187.52,-187.5,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
296,"(-186.42,-186.4]",-186.42,-186.4,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
297,"(-185.6,-185.57]",-185.6,-185.57,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
298,"(-185.32,-185.3]",-185.32,-185.3,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
299,"(-185.15,-185.12]",-185.15,-185.12,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
300,"(-185.1,-185.07]",-185.1,-185.07,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
301,"(-184.92,-184.9]",-184.92,-184.9,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
302,"(-184.75,-184.73]",-184.75,-184.73,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
303,"(-184.73,-184.7]",-184.73,-184.7,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
304,"(-184.23,-184.2]",-184.23,-184.2,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
305,"(-183.57,-183.55]",-183.57,-183.55,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
306,"(-183.42,-183.4]",-183.42,-183.4,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
307,"(-182.82,-182.8]",-182.82,-182.8,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
308,"(-182.8,-182.77]",-182.8,-182.77,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
309,"(-182.35,-182.32]",-182.35,-182.32,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
310,"(-182.02,-182]",-182.02,-182,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
311,"(-181.92,-181.9]",-181.92,-181.9,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
312,"(-181.67,-181.65]",-181.67,-181.65,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
313,"(-181.55,-181.52]",-181.55,-181.52,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
314,"(-181.5,-181.48]",-181.5,-181.48,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
315,"(-181.27,-181.25]",-181.27,-181.25,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
316,"(-180.85,-180.82]",-180.85,-180.82,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
317,"(-180.55,-180.52]",-180.55,-180.52,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
318,"(-180.45,-180.42]",-180.45,-180.42,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
319,"(-180.27,-180.25]",-180.27,-180.25,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
320,"(-180.05,-180.02]",-180.05,-180.02,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
321,"(-179.8,-179.77]",-179.8,-179.77,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
322,"(-179.57,-179.55]",-179.57,-179.55,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
323,"(-179.55,-179.52]",-179.55,-179.52,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
324,"(-179.42,-179.4]",-179.42,-179.4,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
325,"(-179.4,-179.38]",-179.4,-179.38,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
326,"(-179.23,-179.2]",-179.23,-179.2,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
327,"(-178.9,-178.88]",-178.9,-178.88,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
328,"(-178.73,-178.7]",-178.73,-178.7,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
329,"(-178.52,-178.5]",-178.52,-178.5,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
330,"(-178.23,-178.2]",-178.23,-178.2,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
331,"(-177.73,-177.7]",-177.73,-177.7,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
332,"(-177.6,-177.57]",-177.6,-177.57,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
333,"(-177.57,-177.55]",-177.57,-177.55,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
334,"(-177.17,-177.15]",-177.17,-177.15,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
335,"(-176.9,-176.88]",-176.9,-176.88,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
336,"(-176.88,-176.85]",-176.88,-176.85,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
337,"(-176.82,-176.8]",-176.82,-176.8,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
338,"(-176.8,-176.77]",-176.8,-176.77,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
339,"(-176.75,-176.73]",-176.75,-176.73,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
340,"(-176.73,-176.7]",-176.73,-176.7,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
341,"(-176.48,-176.45]",-176.48,-176.45,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
342,"(-176.1,-176.07]",-176.1,-176.07,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
343,"(-176.05,-176.02]",-176.05,-176.02,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
344,"(-175.73,-175.7]",-175.73,-175.7,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
345,"(-175.65,-175.62]",-175.65,-175.62,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
346,"(-175.38,-175.35]",-175.38,-175.35,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
347,"(-175.32,-175.3]",-175.32,-175.3,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
348,"(-175.25,-175.23]",-175.25,-175.23,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
349,"(-175.12,-175.1]",-175.12,-175.1,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
350,"(-175.05,-175.02]",-175.05,-175.02,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
351,"(-174.88,-174.85]",-174.88,-174.85,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
352,"(-174.67,-174.65]",-174.67,-174.65,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
353,"(-174.07,-174.05]",-174.07,-174.05,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
354,"(-174,-173.98]",-174,-173.98,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
355,"(-173.92,-173.9]",-173.92,-173.9,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
356,"(-173.73,-173.7]",-173.73,-173.7,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
357,"(-173.6,-173.57]",-173.6,-173.57,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
358,"(-173.57,-173.55]",-173.57,-173.55,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
359,"(-173.45,-173.42]",-173.45,-173.42,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
360,"(-173.42,-173.4]",-173.42,-173.4,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
361,"(-173.27,-173.25]",-173.27,-173.25,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
362,"(-173.17,-173.15]",-173.17,-173.15,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
363,"(-173.07,-173.05]",-173.07,-173.05,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
364,"(-173.02,-173]",-173.02,-173,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
365,"(-172.92,-172.9]",-172.92,-172.9,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
366,"(-172.73,-172.7]",-172.73,-172.7,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
367,"(-172.6,-172.57]",-172.6,-172.57,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
368,"(-172.48,-172.45]",-172.48,-172.45,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
369,"(-172.45,-172.42]",-172.45,-172.42,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
370,"(-172.3,-172.27]",-172.3,-172.27,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
371,"(-172.27,-172.25]",-172.27,-172.25,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
372,"(-172.1,-172.07]",-172.1,-172.07,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
373,"(-171.75,-171.73]",-171.75,-171.73,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
374,"(-171.62,-171.6]",-171.62,-171.6,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
375,"(-171.48,-171.45]",-171.48,-171.45,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
376,"(-171.38,-171.35]",-171.38,-171.35,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
377,"(-171.3,-171.27]",-171.3,-171.27,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
378,"(-171.23,-171.2]",-171.23,-171.2,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
379,"(-171.12,-171.1]",-171.12,-171.1,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
380,"(-171.07,-171.05]",-171.07,-171.05,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
381,"(-170.92,-170.9]",-170.92,-170.9,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
382,"(-170.8,-170.77]",-170.8,-170.77,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
383,"(-170.27,-170.25]",-170.27,-170.25,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
384,"(-169.85,-169.82]",-169.85,-169.82,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
385,"(-169.57,-169.55]",-169.57,-169.55,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
386,"(-169.5,-169.47]",-169.5,-169.47,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
387,"(-169.25,-169.22]",-169.25,-169.22,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
388,"(-169.07,-169.05]",-169.07,-169.05,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
389,"(-168.9,-168.88]",-168.9,-168.88,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
390,"(-168.88,-168.85]",-168.88,-168.85,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
391,"(-168.8,-168.77]",-168.8,-168.77,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
392,"(-168.6,-168.57]",-168.6,-168.57,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
393,"(-168.4,-168.38]",-168.4,-168.38,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
394,"(-168.38,-168.35]",-168.38,-168.35,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
395,"(-168.27,-168.25]",-168.27,-168.25,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
396,"(-168.22,-168.2]",-168.22,-168.2,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
397,"(-168.07,-168.05]",-168.07,-168.05,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
398,"(-167.92,-167.9]",-167.92,-167.9,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
399,"(-167.88,-167.85]",-167.88,-167.85,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
400,"(-167.8,-167.77]",-167.8,-167.77,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
401,"(-167.7,-167.67]",-167.7,-167.67,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
402,"(-167.42,-167.4]",-167.42,-167.4,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
403,"(-167.4,-167.38]",-167.4,-167.38,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
404,"(-167.35,-167.32]",-167.35,-167.32,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
405,"(-167.32,-167.3]",-167.32,-167.3,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
406,"(-167.25,-167.22]",-167.25,-167.22,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
407,"(-167.15,-167.12]",-167.15,-167.12,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
408,"(-166.88,-166.85]",-166.88,-166.85,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
409,"(-166.82,-166.8]",-166.82,-166.8,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
410,"(-166.77,-166.75]",-166.77,-166.75,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
411,"(-166.52,-166.5]",-166.52,-166.5,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
412,"(-166.5,-166.47]",-166.5,-166.47,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
413,"(-166.47,-166.45]",-166.47,-166.45,0.025,rnr,3.2332812415799966e-5,rnr_avg,avg
414,"(-166.27,-166.25]",-166.27,-166.25,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
415,"(-166.22,-166.2]",-166.22,-166.2,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
416,"(-166.07,-166.05]",-166.07,-166.05,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
417,"(-165.97,-165.95]",-165.97,-165.95,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
418,"(-165.92,-165.9]",-165.92,-165.9,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
419,"(-165.85,-165.82]",-165.85,-165.82,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
420,"(-165.77,-165.75]",-165.77,-165.75,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
421,"(-165.75,-165.72]",-165.75,-165.72,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
422,"(-165.65,-165.62]",-165.65,-165.62,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
423,"(-165.45,-165.42]",-165.45,-165.42,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
424,"(-165.27,-165.25]",-165.27,-165.25,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
425,"(-165.22,-165.2]",-165.22,-165.2,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
426,"(-165.12,-165.1]",-165.12,-165.1,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
427,"(-165.05,-165.02]",-165.05,-165.02,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
428,"(-165.02,-165]",-165.02,-165,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
429,"(-165,-164.97]",-165,-164.97,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
430,"(-164.92,-164.9]",-164.92,-164.9,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
431,"(-164.82,-164.8]",-164.82,-164.8,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
432,"(-164.77,-164.75]",-164.77,-164.75,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
433,"(-164.75,-164.72]",-164.75,-164.72,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
434,"(-164.67,-164.65]",-164.67,-164.65,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
435,"(-164.65,-164.62]",-164.65,-164.62,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
436,"(-164.62,-164.6]",-164.62,-164.6,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
437,"(-164.57,-164.55]",-164.57,-164.55,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
438,"(-164.5,-164.47]",-164.5,-164.47,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
439,"(-164.42,-164.4]",-164.42,-164.4,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
440,"(-164.38,-164.35]",-164.38,-164.35,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
441,"(-164.35,-164.32]",-164.35,-164.32,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
442,"(-164.32,-164.3]",-164.32,-164.3,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
443,"(-164.2,-164.17]",-164.2,-164.17,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
444,"(-164.12,-164.1]",-164.12,-164.1,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
445,"(-163.97,-163.95]",-163.97,-163.95,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
446,"(-163.95,-163.92]",-163.95,-163.92,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
447,"(-163.88,-163.85]",-163.88,-163.85,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
448,"(-163.85,-163.82]",-163.85,-163.82,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
449,"(-163.77,-163.75]",-163.77,-163.75,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
450,"(-163.7,-163.67]",-163.7,-163.67,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
451,"(-163.67,-163.65]",-163.67,-163.65,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
452,"(-163.6,-163.57]",-163.6,-163.57,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
453,"(-163.57,-163.55]",-163.57,-163.55,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
454,"(-163.55,-163.52]",-163.55,-163.52,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
455,"(-163.4,-163.38]",-163.4,-163.38,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
456,"(-163.27,-163.25]",-163.27,-163.25,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
457,"(-163.22,-163.2]",-163.22,-163.2,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
458,"(-163.2,-163.17]",-163.2,-163.17,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
459,"(-163.17,-163.15]",-163.17,-163.15,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
460,"(-163.05,-163.02]",-163.05,-163.02,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
461,"(-163.02,-163]",-163.02,-163,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
462,"(-162.97,-162.95]",-162.97,-162.95,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
463,"(-162.88,-162.85]",-162.88,-162.85,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
464,"(-162.85,-162.82]",-162.85,-162.82,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
465,"(-162.77,-162.75]",-162.77,-162.75,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
466,"(-162.72,-162.7]",-162.72,-162.7,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
467,"(-162.55,-162.52]",-162.55,-162.52,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
468,"(-162.35,-162.32]",-162.35,-162.32,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
469,"(-162.3,-162.27]",-162.3,-162.27,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
470,"(-162.25,-162.22]",-162.25,-162.22,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
471,"(-162.22,-162.2]",-162.22,-162.2,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
472,"(-162.15,-162.12]",-162.15,-162.12,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
473,"(-162.1,-162.07]",-162.1,-162.07,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
474,"(-162.07,-162.05]",-162.07,-162.05,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
475,"(-162.05,-162.02]",-162.05,-162.02,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
476,"(-161.95,-161.92]",-161.95,-161.92,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
477,"(-161.92,-161.9]",-161.92,-161.9,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
478,"(-161.77,-161.75]",-161.77,-161.75,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
479,"(-161.62,-161.6]",-161.62,-161.6,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
480,"(-161.55,-161.52]",-161.55,-161.52,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
481,"(-161.5,-161.47]",-161.5,-161.47,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
482,"(-161.45,-161.42]",-161.45,-161.42,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
483,"(-161.42,-161.4]",-161.42,-161.4,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
484,"(-161.4,-161.38]",-161.4,-161.38,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
485,"(-161.32,-161.3]",-161.32,-161.3,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
486,"(-161.22,-161.2]",-161.22,-161.2,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
487,"(-161.2,-161.17]",-161.2,-161.17,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
488,"(-161.12,-161.1]",-161.12,-161.1,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
489,"(-161.07,-161.05]",-161.07,-161.05,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
490,"(-160.95,-160.92]",-160.95,-160.92,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
491,"(-160.82,-160.8]",-160.82,-160.8,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
492,"(-160.8,-160.77]",-160.8,-160.77,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
493,"(-160.77,-160.75]",-160.77,-160.75,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
494,"(-160.67,-160.65]",-160.67,-160.65,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
495,"(-160.6,-160.57]",-160.6,-160.57,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
496,"(-160.55,-160.52]",-160.55,-160.52,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
497,"(-160.45,-160.42]",-160.45,-160.42,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
498,"(-160.35,-160.32]",-160.35,-160.32,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
499,"(-160.3,-160.27]",-160.3,-160.27,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
500,"(-160.22,-160.2]",-160.22,-160.2,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
501,"(-160.2,-160.17]",-160.2,-160.17,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
502,"(-160.17,-160.15]",-160.17,-160.15,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
503,"(-160.15,-160.12]",-160.15,-160.12,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
504,"(-160.1,-160.07]",-160.1,-160.07,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
505,"(-160.05,-160.02]",-160.05,-160.02,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
506,"(-159.92,-159.9]",-159.92,-159.9,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
507,"(-159.85,-159.82]",-159.85,-159.82,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
508,"(-159.75,-159.72]",-159.75,-159.72,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
