n_bin,bin,bin_from,bin_to,bin_size,variable,tmp_avg,tmp_djf,tmp_jja,variable_metric,metric
672,"(12.4,12.43]",12.4,12.43,0.025,tmp,0,0,2.1555208277199977e-5,tmp_jja,jja
673,"(12.43,12.45]",12.43,12.45,0.025,tmp,0,0,1.0777604138599989e-5,tmp_jja,jja
674,"(12.45,12.48]",12.45,12.48,0.025,tmp,0,0,4.3110416554399954e-5,tmp_jja,jja
675,"(12.48,12.5]",12.48,12.5,0.025,tmp,0,0,4.3110416554399954e-5,tmp_jja,jja
676,"(12.5,12.53]",12.5,12.53,0.025,tmp,0,0,6.466562483159993e-5,tmp_jja,jja
677,"(12.53,12.55]",12.53,12.55,0.025,tmp,0,0,2.1555208277199977e-5,tmp_jja,jja
678,"(12.55,12.57]",12.55,12.57,0.025,tmp,0,0,3.2332812415799966e-5,tmp_jja,jja
679,"(12.57,12.6]",12.57,12.6,0.025,tmp,0,0,5.388802069299995e-5,tmp_jja,jja
680,"(12.6,12.62]",12.6,12.62,0.025,tmp,0,0,4.3110416554399954e-5,tmp_jja,jja
681,"(12.62,12.65]",12.62,12.65,0.025,tmp,0,0,2.1555208277199977e-5,tmp_jja,jja
682,"(12.65,12.68]",12.65,12.68,0.025,tmp,0,0,1.0777604138599989e-5,tmp_jja,jja
683,"(12.68,12.7]",12.68,12.7,0.025,tmp,0,0,1.0777604138599989e-5,tmp_jja,jja
684,"(12.7,12.73]",12.7,12.73,0.025,tmp,0,0,2.1555208277199977e-5,tmp_jja,jja
685,"(12.73,12.75]",12.73,12.75,0.025,tmp,0,0,2.1555208277199977e-5,tmp_jja,jja
686,"(12.75,12.78]",12.75,12.78,0.025,tmp,0,0,2.1555208277199977e-5,tmp_jja,jja
687,"(12.78,12.8]",12.78,12.8,0.025,tmp,0,0,2.1555208277199977e-5,tmp_jja,jja
688,"(12.8,12.82]",12.8,12.82,0.025,tmp,0,0,3.2332812415799966e-5,tmp_jja,jja
689,"(12.82,12.85]",12.82,12.85,0.025,tmp,0,0,4.3110416554399954e-5,tmp_jja,jja
690,"(12.85,12.88]",12.85,12.88,0.025,tmp,0,0,1.0777604138599989e-5,tmp_jja,jja
691,"(12.9,12.93]",12.9,12.93,0.025,tmp,0,0,2.1555208277199977e-5,tmp_jja,jja
692,"(12.93,12.95]",12.93,12.95,0.025,tmp,0,0,1.0777604138599989e-5,tmp_jja,jja
693,"(12.98,13]",12.98,13,0.025,tmp,0,0,1.0777604138599989e-5,tmp_jja,jja
694,"(13.03,13.05]",13.03,13.05,0.025,tmp,0,0,2.1555208277199977e-5,tmp_jja,jja
695,"(13.05,13.07]",13.05,13.07,0.025,tmp,0,0,1.0777604138599989e-5,tmp_jja,jja
696,"(13.1,13.12]",13.1,13.12,0.025,tmp,0,0,1.0777604138599989e-5,tmp_jja,jja
