n_bin,bin,bin_from,bin_to,bin_size,variable,tmp_avg,tmp_djf,tmp_jja,variable_metric,metric
415,"(5.925,5.95]",5.925,5.95,0.025,tmp,0,0,0.001013094789028399,tmp_jja,jja
416,"(5.95,5.975]",5.95,5.975,0.025,tmp,0,0,9.592067683353991e-4,tmp_jja,jja
417,"(5.975,6]",5.975,6,0.025,tmp,0,0,9.053187476423991e-4,tmp_jja,jja
418,"(6,6.025]",6,6.025,0.025,tmp,0,0,7.436546855633993e-4,tmp_jja,jja
419,"(6.025,6.05]",6.025,6.05,0.025,tmp,0,0,7.544322897019992e-4,tmp_jja,jja
420,"(6.05,6.075]",6.05,6.075,0.025,tmp,0,0,9.26873955919599e-4,tmp_jja,jja
421,"(6.075,6.1]",6.075,6.1,0.025,tmp,0,0,7.652098938405993e-4,tmp_jja,jja
422,"(6.1,6.125]",6.1,6.125,0.025,tmp,0,0,8.298755186721991e-4,tmp_jja,jja
423,"(6.125,6.15]",6.125,6.15,0.025,tmp,0,0,6.358786441773993e-4,tmp_jja,jja
424,"(6.15,6.175]",6.15,6.175,0.025,tmp,0,0,8.190979145335992e-4,tmp_jja,jja
425,"(6.175,6.2]",6.175,6.2,0.025,tmp,0,0,9.80761976612599e-4,tmp_jja,jja
426,"(6.2,6.225]",6.2,6.225,0.025,tmp,0,0,6.789890607317993e-4,tmp_jja,jja
427,"(6.225,6.25]",6.225,6.25,0.025,tmp,0,0,9.48429164196799e-4,tmp_jja,jja
428,"(6.25,6.275]",6.25,6.275,0.025,tmp,0,0,7.759874979791992e-4,tmp_jja,jja
429,"(6.275,6.3]",6.275,6.3,0.025,tmp,0,0,7.759874979791992e-4,tmp_jja,jja
430,"(6.3,6.325]",6.3,6.325,0.025,tmp,0,0,8.298755186721991e-4,tmp_jja,jja
431,"(6.325,6.35]",6.325,6.35,0.025,tmp,0,0,7.759874979791992e-4,tmp_jja,jja
432,"(6.35,6.375]",6.35,6.375,0.025,tmp,0,0,5.927682276229994e-4,tmp_jja,jja
433,"(6.375,6.4]",6.375,6.4,0.025,tmp,0,0,7.867651021177992e-4,tmp_jja,jja
434,"(6.4,6.425]",6.4,6.425,0.025,tmp,0,0,6.897666648703993e-4,tmp_jja,jja
435,"(6.425,6.45]",6.425,6.45,0.025,tmp,0,0,6.789890607317993e-4,tmp_jja,jja
436,"(6.45,6.475]",6.45,6.475,0.025,tmp,0,0,7.113218731475993e-4,tmp_jja,jja
437,"(6.475,6.5]",6.475,6.5,0.025,tmp,0,0,9.48429164196799e-4,tmp_jja,jja
438,"(6.5,6.525]",6.5,6.525,0.025,tmp,0,0,7.975427062563992e-4,tmp_jja,jja
439,"(6.525,6.55]",6.525,6.55,0.025,tmp,0,0,7.328770814247992e-4,tmp_jja,jja
440,"(6.55,6.575]",6.55,6.575,0.025,tmp,0,0,9.376515600581991e-4,tmp_jja,jja
441,"(6.575,6.6]",6.575,6.6,0.025,tmp,0,0,9.592067683353991e-4,tmp_jja,jja
442,"(6.6,6.625]",6.6,6.625,0.025,tmp,0,0,9.26873955919599e-4,tmp_jja,jja
443,"(6.625,6.65]",6.625,6.65,0.025,tmp,0,0,7.436546855633993e-4,tmp_jja,jja
444,"(6.65,6.675]",6.65,6.675,0.025,tmp,0,0,8.083203103949992e-4,tmp_jja,jja
445,"(6.675,6.7]",6.675,6.7,0.025,tmp,0,0,7.867651021177992e-4,tmp_jja,jja
446,"(6.7,6.725]",6.7,6.725,0.025,tmp,0,0,7.975427062563992e-4,tmp_jja,jja
447,"(6.725,6.75]",6.725,6.75,0.025,tmp,0,0,7.220994772861993e-4,tmp_jja,jja
448,"(6.75,6.775]",6.75,6.775,0.025,tmp,0,0,6.897666648703993e-4,tmp_jja,jja
449,"(6.775,6.8]",6.775,6.8,0.025,tmp,0,0,8.083203103949992e-4,tmp_jja,jja
450,"(6.8,6.825]",6.8,6.825,0.025,tmp,0,0,7.544322897019992e-4,tmp_jja,jja
451,"(6.825,6.85]",6.825,6.85,0.025,tmp,0,0,7.975427062563992e-4,tmp_jja,jja
452,"(6.85,6.875]",6.85,6.875,0.025,tmp,0,0,6.358786441773993e-4,tmp_jja,jja
453,"(6.875,6.9]",6.875,6.9,0.025,tmp,0,0,4.203265614053996e-4,tmp_jja,jja
454,"(6.9,6.925]",6.9,6.925,0.025,tmp,0,0,6.466562483159994e-4,tmp_jja,jja
455,"(6.925,6.95]",6.925,6.95,0.025,tmp,0,0,7.005442690089993e-4,tmp_jja,jja
456,"(6.95,6.975]",6.95,6.975,0.025,tmp,0,0,5.496578110685995e-4,tmp_jja,jja
457,"(6.975,7]",6.975,7,0.025,tmp,0,0,5.712130193457995e-4,tmp_jja,jja
458,"(7,7.025]",7,7.025,0.025,tmp,0,0,6.574338524545993e-4,tmp_jja,jja
459,"(7.025,7.05]",7.025,7.05,0.025,tmp,0,0,4.634369779597995e-4,tmp_jja,jja
460,"(7.05,7.075]",7.05,7.075,0.025,tmp,0,0,6.143234359001994e-4,tmp_jja,jja
461,"(7.075,7.1]",7.075,7.1,0.025,tmp,0,0,4.5265937382119953e-4,tmp_jja,jja
462,"(7.1,7.125]",7.1,7.125,0.025,tmp,0,0,3.772161448509996e-4,tmp_jja,jja
463,"(7.125,7.15]",7.125,7.15,0.025,tmp,0,0,6.358786441773993e-4,tmp_jja,jja
464,"(7.15,7.175]",7.15,7.175,0.025,tmp,0,0,3.879937489895996e-4,tmp_jja,jja
465,"(7.175,7.2]",7.175,7.2,0.025,tmp,0,0,3.017729158807997e-4,tmp_jja,jja
466,"(7.2,7.225]",7.2,7.225,0.025,tmp,0,0,4.957697903755995e-4,tmp_jja,jja
467,"(7.225,7.25]",7.225,7.25,0.025,tmp,0,0,4.311041655439996e-4,tmp_jja,jja
468,"(7.25,7.275]",7.25,7.275,0.025,tmp,0,0,3.987713531281996e-4,tmp_jja,jja
469,"(7.275,7.3]",7.275,7.3,0.025,tmp,0,0,2.694401034649997e-4,tmp_jja,jja
470,"(7.3,7.325]",7.3,7.325,0.025,tmp,0,0,2.694401034649997e-4,tmp_jja,jja
471,"(7.325,7.35]",7.325,7.35,0.025,tmp,0,0,4.095489572667996e-4,tmp_jja,jja
472,"(7.35,7.375]",7.35,7.375,0.025,tmp,0,0,3.125505200193997e-4,tmp_jja,jja
473,"(7.375,7.4]",7.375,7.4,0.025,tmp,0,0,3.341057282965997e-4,tmp_jja,jja
474,"(7.4,7.425]",7.4,7.425,0.025,tmp,0,0,3.4488333243519963e-4,tmp_jja,jja
475,"(7.425,7.45]",7.425,7.45,0.025,tmp,0,0,2.694401034649997e-4,tmp_jja,jja
476,"(7.45,7.475]",7.45,7.475,0.025,tmp,0,0,3.987713531281996e-4,tmp_jja,jja
477,"(7.475,7.5]",7.475,7.5,0.025,tmp,0,0,4.742145820983995e-4,tmp_jja,jja
478,"(7.5,7.525]",7.5,7.525,0.025,tmp,0,0,3.5566093657379963e-4,tmp_jja,jja
479,"(7.525,7.55]",7.525,7.55,0.025,tmp,0,0,3.4488333243519963e-4,tmp_jja,jja
480,"(7.55,7.575]",7.55,7.575,0.025,tmp,0,0,2.155520827719998e-4,tmp_jja,jja
481,"(7.575,7.6]",7.575,7.6,0.025,tmp,0,0,3.772161448509996e-4,tmp_jja,jja
482,"(7.6,7.625]",7.6,7.625,0.025,tmp,0,0,2.4788489518779973e-4,tmp_jja,jja
483,"(7.625,7.65]",7.625,7.65,0.025,tmp,0,0,3.017729158807997e-4,tmp_jja,jja
484,"(7.65,7.675]",7.65,7.675,0.025,tmp,0,0,2.586624993263997e-4,tmp_jja,jja
485,"(7.675,7.7]",7.675,7.7,0.025,tmp,0,0,2.586624993263997e-4,tmp_jja,jja
486,"(7.7,7.725]",7.7,7.725,0.025,tmp,0,0,2.4788489518779973e-4,tmp_jja,jja
487,"(7.725,7.75]",7.725,7.75,0.025,tmp,0,0,3.233281241579997e-4,tmp_jja,jja
488,"(7.75,7.775]",7.75,7.775,0.025,tmp,0,0,1.939968744947998e-4,tmp_jja,jja
489,"(7.775,7.8]",7.775,7.8,0.025,tmp,0,0,2.909953117421997e-4,tmp_jja,jja
490,"(7.8,7.825]",7.8,7.825,0.025,tmp,0,0,2.586624993263997e-4,tmp_jja,jja
491,"(7.825,7.85]",7.825,7.85,0.025,tmp,0,0,2.047744786333998e-4,tmp_jja,jja
492,"(7.85,7.875]",7.85,7.875,0.025,tmp,0,0,1.832192703561998e-4,tmp_jja,jja
493,"(7.875,7.9]",7.875,7.9,0.025,tmp,0,0,2.3710729104919976e-4,tmp_jja,jja
494,"(7.9,7.925]",7.9,7.925,0.025,tmp,0,0,2.4788489518779973e-4,tmp_jja,jja
495,"(7.925,7.95]",7.925,7.95,0.025,tmp,0,0,2.047744786333998e-4,tmp_jja,jja
496,"(7.95,7.975]",7.95,7.975,0.025,tmp,0,0,2.2632968691059977e-4,tmp_jja,jja
497,"(7.975,8]",7.975,8,0.025,tmp,0,0,2.3710729104919976e-4,tmp_jja,jja
498,"(8,8.025]",8,8.025,0.025,tmp,0,0,1.832192703561998e-4,tmp_jja,jja
499,"(8.025,8.05]",8.025,8.05,0.025,tmp,0,0,1.4010885380179986e-4,tmp_jja,jja
500,"(8.05,8.075]",8.05,8.075,0.025,tmp,0,0,2.155520827719998e-4,tmp_jja,jja
501,"(8.075,8.1]",8.075,8.1,0.025,tmp,0,0,2.2632968691059977e-4,tmp_jja,jja
502,"(8.1,8.125]",8.1,8.125,0.025,tmp,0,0,1.832192703561998e-4,tmp_jja,jja
503,"(8.125,8.15]",8.125,8.15,0.025,tmp,0,0,1.832192703561998e-4,tmp_jja,jja
504,"(8.15,8.175]",8.15,8.175,0.025,tmp,0,0,1.5088645794039985e-4,tmp_jja,jja
505,"(8.175,8.2]",8.175,8.2,0.025,tmp,0,0,1.6166406207899985e-4,tmp_jja,jja
506,"(8.2,8.225]",8.2,8.225,0.025,tmp,0,0,1.1855364552459988e-4,tmp_jja,jja
507,"(8.225,8.25]",8.225,8.25,0.025,tmp,0,0,1.077760413859999e-4,tmp_jja,jja
508,"(8.25,8.275]",8.25,8.275,0.025,tmp,0,0,1.1855364552459988e-4,tmp_jja,jja
509,"(8.275,8.3]",8.275,8.3,0.025,tmp,0,0,1.6166406207899985e-4,tmp_jja,jja
510,"(8.3,8.325]",8.3,8.325,0.025,tmp,0,0,1.7244166621759982e-4,tmp_jja,jja
511,"(8.325,8.35]",8.325,8.35,0.025,tmp,0,0,1.7244166621759982e-4,tmp_jja,jja
512,"(8.35,8.375]",8.35,8.375,0.025,tmp,0,0,6.466562483159993e-5,tmp_jja,jja
513,"(8.375,8.4]",8.375,8.4,0.025,tmp,0,0,1.1855364552459988e-4,tmp_jja,jja
514,"(8.4,8.425]",8.4,8.425,0.025,tmp,0,0,1.6166406207899985e-4,tmp_jja,jja
515,"(8.425,8.45]",8.425,8.45,0.025,tmp,0,0,1.5088645794039985e-4,tmp_jja,jja
516,"(8.45,8.475]",8.45,8.475,0.025,tmp,0,0,9.69984372473999e-5,tmp_jja,jja
517,"(8.475,8.5]",8.475,8.5,0.025,tmp,0,0,1.5088645794039985e-4,tmp_jja,jja
518,"(8.5,8.525]",8.5,8.525,0.025,tmp,0,0,1.6166406207899985e-4,tmp_jja,jja
519,"(8.525,8.55]",8.525,8.55,0.025,tmp,0,0,1.077760413859999e-4,tmp_jja,jja
520,"(8.55,8.575]",8.55,8.575,0.025,tmp,0,0,1.5088645794039985e-4,tmp_jja,jja
521,"(8.575,8.6]",8.575,8.6,0.025,tmp,0,0,9.69984372473999e-5,tmp_jja,jja
522,"(8.6,8.625]",8.6,8.625,0.025,tmp,0,0,1.077760413859999e-4,tmp_jja,jja
523,"(8.625,8.65]",8.625,8.65,0.025,tmp,0,0,1.5088645794039985e-4,tmp_jja,jja
524,"(8.65,8.675]",8.65,8.675,0.025,tmp,0,0,1.4010885380179986e-4,tmp_jja,jja
525,"(8.675,8.7]",8.675,8.7,0.025,tmp,0,0,1.5088645794039985e-4,tmp_jja,jja
526,"(8.7,8.725]",8.7,8.725,0.025,tmp,0,0,2.047744786333998e-4,tmp_jja,jja
527,"(8.725,8.75]",8.725,8.75,0.025,tmp,0,0,1.6166406207899985e-4,tmp_jja,jja
528,"(8.75,8.775]",8.75,8.775,0.025,tmp,0,0,1.6166406207899985e-4,tmp_jja,jja
529,"(8.775,8.8]",8.775,8.8,0.025,tmp,0,0,1.5088645794039985e-4,tmp_jja,jja
530,"(8.8,8.825]",8.8,8.825,0.025,tmp,0,0,1.2933124966319986e-4,tmp_jja,jja
531,"(8.825,8.85]",8.825,8.85,0.025,tmp,0,0,1.2933124966319986e-4,tmp_jja,jja
532,"(8.85,8.875]",8.85,8.875,0.025,tmp,0,0,1.4010885380179986e-4,tmp_jja,jja
533,"(8.875,8.9]",8.875,8.9,0.025,tmp,0,0,1.5088645794039985e-4,tmp_jja,jja
534,"(8.9,8.925]",8.9,8.925,0.025,tmp,0,0,1.6166406207899985e-4,tmp_jja,jja
535,"(8.925,8.95]",8.925,8.95,0.025,tmp,0,0,1.2933124966319986e-4,tmp_jja,jja
536,"(8.95,8.975]",8.95,8.975,0.025,tmp,0,0,1.7244166621759982e-4,tmp_jja,jja
537,"(8.975,9]",8.975,9,0.025,tmp,0,0,1.1855364552459988e-4,tmp_jja,jja
538,"(9,9.025]",9,9.025,0.025,tmp,0,0,2.047744786333998e-4,tmp_jja,jja
539,"(9.025,9.05]",9.025,9.05,0.025,tmp,0,0,1.2933124966319986e-4,tmp_jja,jja
540,"(9.05,9.075]",9.05,9.075,0.025,tmp,0,0,1.4010885380179986e-4,tmp_jja,jja
541,"(9.075,9.1]",9.075,9.1,0.025,tmp,0,0,1.077760413859999e-4,tmp_jja,jja
542,"(9.1,9.125]",9.1,9.125,0.025,tmp,0,0,1.1855364552459988e-4,tmp_jja,jja
543,"(9.125,9.15]",9.125,9.15,0.025,tmp,0,0,1.7244166621759982e-4,tmp_jja,jja
544,"(9.15,9.175]",9.15,9.175,0.025,tmp,0,0,1.2933124966319986e-4,tmp_jja,jja
545,"(9.175,9.2]",9.175,9.2,0.025,tmp,0,0,1.6166406207899985e-4,tmp_jja,jja
546,"(9.2,9.225]",9.2,9.225,0.025,tmp,0,0,1.1855364552459988e-4,tmp_jja,jja
547,"(9.225,9.25]",9.225,9.25,0.025,tmp,0,0,1.077760413859999e-4,tmp_jja,jja
548,"(9.25,9.275]",9.25,9.275,0.025,tmp,0,0,1.5088645794039985e-4,tmp_jja,jja
549,"(9.275,9.3]",9.275,9.3,0.025,tmp,0,0,1.2933124966319986e-4,tmp_jja,jja
550,"(9.3,9.325]",9.3,9.325,0.025,tmp,0,0,1.077760413859999e-4,tmp_jja,jja
551,"(9.325,9.35]",9.325,9.35,0.025,tmp,0,0,9.69984372473999e-5,tmp_jja,jja
552,"(9.35,9.375]",9.35,9.375,0.025,tmp,0,0,1.4010885380179986e-4,tmp_jja,jja
553,"(9.375,9.4]",9.375,9.4,0.025,tmp,0,0,8.622083310879991e-5,tmp_jja,jja
554,"(9.4,9.425]",9.4,9.425,0.025,tmp,0,0,9.69984372473999e-5,tmp_jja,jja
555,"(9.425,9.45]",9.425,9.45,0.025,tmp,0,0,1.5088645794039985e-4,tmp_jja,jja
556,"(9.45,9.475]",9.45,9.475,0.025,tmp,0,0,7.544322897019993e-5,tmp_jja,jja
557,"(9.475,9.5]",9.475,9.5,0.025,tmp,0,0,8.622083310879991e-5,tmp_jja,jja
558,"(9.5,9.525]",9.5,9.525,0.025,tmp,0,0,7.544322897019993e-5,tmp_jja,jja
559,"(9.525,9.55]",9.525,9.55,0.025,tmp,0,0,1.4010885380179986e-4,tmp_jja,jja
560,"(9.55,9.575]",9.55,9.575,0.025,tmp,0,0,1.1855364552459988e-4,tmp_jja,jja
561,"(9.575,9.6]",9.575,9.6,0.025,tmp,0,0,1.2933124966319986e-4,tmp_jja,jja
562,"(9.6,9.625]",9.6,9.625,0.025,tmp,0,0,9.69984372473999e-5,tmp_jja,jja
563,"(9.625,9.65]",9.625,9.65,0.025,tmp,0,0,1.077760413859999e-4,tmp_jja,jja
564,"(9.65,9.675]",9.65,9.675,0.025,tmp,0,0,1.4010885380179986e-4,tmp_jja,jja
565,"(9.675,9.7]",9.675,9.7,0.025,tmp,0,0,1.939968744947998e-4,tmp_jja,jja
566,"(9.7,9.725]",9.7,9.725,0.025,tmp,0,0,5.388802069299995e-5,tmp_jja,jja
567,"(9.725,9.75]",9.725,9.75,0.025,tmp,0,0,1.6166406207899985e-4,tmp_jja,jja
568,"(9.75,9.775]",9.75,9.775,0.025,tmp,0,0,1.7244166621759982e-4,tmp_jja,jja
569,"(9.775,9.8]",9.775,9.8,0.025,tmp,0,0,1.7244166621759982e-4,tmp_jja,jja
570,"(9.8,9.825]",9.8,9.825,0.025,tmp,0,0,9.69984372473999e-5,tmp_jja,jja
571,"(9.825,9.85]",9.825,9.85,0.025,tmp,0,0,9.69984372473999e-5,tmp_jja,jja
572,"(9.85,9.875]",9.85,9.875,0.025,tmp,0,0,9.69984372473999e-5,tmp_jja,jja
573,"(9.875,9.9]",9.875,9.9,0.025,tmp,0,0,6.466562483159993e-5,tmp_jja,jja
574,"(9.9,9.925]",9.9,9.925,0.025,tmp,0,0,1.4010885380179986e-4,tmp_jja,jja
575,"(9.925,9.95]",9.925,9.95,0.025,tmp,0,0,8.622083310879991e-5,tmp_jja,jja
576,"(9.95,9.975]",9.95,9.975,0.025,tmp,0,0,8.622083310879991e-5,tmp_jja,jja
577,"(9.975,10]",9.975,10,0.025,tmp,0,0,1.2933124966319986e-4,tmp_jja,jja
578,"(10,10.03]",10,10.03,0.025,tmp,0,0,1.2933124966319986e-4,tmp_jja,jja
579,"(10.03,10.05]",10.03,10.05,0.025,tmp,0,0,1.1855364552459988e-4,tmp_jja,jja
580,"(10.05,10.08]",10.05,10.08,0.025,tmp,0,0,6.466562483159993e-5,tmp_jja,jja
581,"(10.08,10.1]",10.08,10.1,0.025,tmp,0,0,9.69984372473999e-5,tmp_jja,jja
582,"(10.1,10.12]",10.1,10.12,0.025,tmp,0,0,6.466562483159993e-5,tmp_jja,jja
583,"(10.12,10.15]",10.12,10.15,0.025,tmp,0,0,1.077760413859999e-4,tmp_jja,jja
584,"(10.15,10.18]",10.15,10.18,0.025,tmp,0,0,9.69984372473999e-5,tmp_jja,jja
585,"(10.18,10.2]",10.18,10.2,0.025,tmp,0,0,8.622083310879991e-5,tmp_jja,jja
586,"(10.2,10.23]",10.2,10.23,0.025,tmp,0,0,7.544322897019993e-5,tmp_jja,jja
587,"(10.23,10.25]",10.23,10.25,0.025,tmp,0,0,1.1855364552459988e-4,tmp_jja,jja
588,"(10.25,10.28]",10.25,10.28,0.025,tmp,0,0,1.1855364552459988e-4,tmp_jja,jja
589,"(10.28,10.3]",10.28,10.3,0.025,tmp,0,0,1.2933124966319986e-4,tmp_jja,jja
590,"(10.3,10.33]",10.3,10.33,0.025,tmp,0,0,1.077760413859999e-4,tmp_jja,jja
591,"(10.33,10.35]",10.33,10.35,0.025,tmp,0,0,7.544322897019993e-5,tmp_jja,jja
592,"(10.35,10.38]",10.35,10.38,0.025,tmp,0,0,8.622083310879991e-5,tmp_jja,jja
593,"(10.38,10.4]",10.38,10.4,0.025,tmp,0,0,1.939968744947998e-4,tmp_jja,jja
594,"(10.4,10.43]",10.4,10.43,0.025,tmp,0,0,1.4010885380179986e-4,tmp_jja,jja
595,"(10.43,10.45]",10.43,10.45,0.025,tmp,0,0,1.7244166621759982e-4,tmp_jja,jja
596,"(10.45,10.48]",10.45,10.48,0.025,tmp,0,0,1.4010885380179986e-4,tmp_jja,jja
597,"(10.48,10.5]",10.48,10.5,0.025,tmp,0,0,1.4010885380179986e-4,tmp_jja,jja
598,"(10.5,10.53]",10.5,10.53,0.025,tmp,0,0,1.077760413859999e-4,tmp_jja,jja
599,"(10.53,10.55]",10.53,10.55,0.025,tmp,0,0,1.077760413859999e-4,tmp_jja,jja
600,"(10.55,10.58]",10.55,10.58,0.025,tmp,0,0,7.544322897019993e-5,tmp_jja,jja
601,"(10.58,10.6]",10.58,10.6,0.025,tmp,0,0,1.2933124966319986e-4,tmp_jja,jja
602,"(10.6,10.62]",10.6,10.62,0.025,tmp,0,0,9.69984372473999e-5,tmp_jja,jja
603,"(10.62,10.65]",10.62,10.65,0.025,tmp,0,0,1.6166406207899985e-4,tmp_jja,jja
604,"(10.65,10.68]",10.65,10.68,0.025,tmp,0,0,2.694401034649997e-4,tmp_jja,jja
605,"(10.68,10.7]",10.68,10.7,0.025,tmp,0,0,2.047744786333998e-4,tmp_jja,jja
606,"(10.7,10.73]",10.7,10.73,0.025,tmp,0,0,6.466562483159993e-5,tmp_jja,jja
607,"(10.73,10.75]",10.73,10.75,0.025,tmp,0,0,2.047744786333998e-4,tmp_jja,jja
608,"(10.75,10.78]",10.75,10.78,0.025,tmp,0,0,1.832192703561998e-4,tmp_jja,jja
609,"(10.78,10.8]",10.78,10.8,0.025,tmp,0,0,1.5088645794039985e-4,tmp_jja,jja
610,"(10.8,10.83]",10.8,10.83,0.025,tmp,0,0,2.047744786333998e-4,tmp_jja,jja
611,"(10.83,10.85]",10.83,10.85,0.025,tmp,0,0,2.586624993263997e-4,tmp_jja,jja
612,"(10.85,10.88]",10.85,10.88,0.025,tmp,0,0,1.7244166621759982e-4,tmp_jja,jja
613,"(10.88,10.9]",10.88,10.9,0.025,tmp,0,0,2.3710729104919976e-4,tmp_jja,jja
614,"(10.9,10.93]",10.9,10.93,0.025,tmp,0,0,1.2933124966319986e-4,tmp_jja,jja
615,"(10.93,10.95]",10.93,10.95,0.025,tmp,0,0,1.4010885380179986e-4,tmp_jja,jja
616,"(10.95,10.98]",10.95,10.98,0.025,tmp,0,0,1.5088645794039985e-4,tmp_jja,jja
617,"(10.98,11]",10.98,11,0.025,tmp,0,0,1.832192703561998e-4,tmp_jja,jja
618,"(11,11.03]",11,11.03,0.025,tmp,0,0,1.2933124966319986e-4,tmp_jja,jja
619,"(11.03,11.05]",11.03,11.05,0.025,tmp,0,0,1.1855364552459988e-4,tmp_jja,jja
620,"(11.05,11.07]",11.05,11.07,0.025,tmp,0,0,1.1855364552459988e-4,tmp_jja,jja
621,"(11.07,11.1]",11.07,11.1,0.025,tmp,0,0,1.7244166621759982e-4,tmp_jja,jja
622,"(11.1,11.12]",11.1,11.12,0.025,tmp,0,0,9.69984372473999e-5,tmp_jja,jja
623,"(11.12,11.15]",11.12,11.15,0.025,tmp,0,0,2.155520827719998e-4,tmp_jja,jja
624,"(11.15,11.18]",11.15,11.18,0.025,tmp,0,0,1.6166406207899985e-4,tmp_jja,jja
625,"(11.18,11.2]",11.18,11.2,0.025,tmp,0,0,1.1855364552459988e-4,tmp_jja,jja
626,"(11.2,11.23]",11.2,11.23,0.025,tmp,0,0,1.5088645794039985e-4,tmp_jja,jja
627,"(11.23,11.25]",11.23,11.25,0.025,tmp,0,0,7.544322897019993e-5,tmp_jja,jja
628,"(11.25,11.28]",11.25,11.28,0.025,tmp,0,0,1.077760413859999e-4,tmp_jja,jja
629,"(11.28,11.3]",11.28,11.3,0.025,tmp,0,0,1.5088645794039985e-4,tmp_jja,jja
630,"(11.3,11.32]",11.3,11.32,0.025,tmp,0,0,6.466562483159993e-5,tmp_jja,jja
631,"(11.32,11.35]",11.32,11.35,0.025,tmp,0,0,1.2933124966319986e-4,tmp_jja,jja
632,"(11.35,11.38]",11.35,11.38,0.025,tmp,0,0,2.1555208277199977e-5,tmp_jja,jja
633,"(11.38,11.4]",11.38,11.4,0.025,tmp,0,0,5.388802069299995e-5,tmp_jja,jja
634,"(11.4,11.43]",11.4,11.43,0.025,tmp,0,0,7.544322897019993e-5,tmp_jja,jja
635,"(11.43,11.45]",11.43,11.45,0.025,tmp,0,0,1.2933124966319986e-4,tmp_jja,jja
636,"(11.45,11.48]",11.45,11.48,0.025,tmp,0,0,3.2332812415799966e-5,tmp_jja,jja
637,"(11.48,11.5]",11.48,11.5,0.025,tmp,0,0,3.2332812415799966e-5,tmp_jja,jja
638,"(11.5,11.53]",11.5,11.53,0.025,tmp,0,0,4.3110416554399954e-5,tmp_jja,jja
639,"(11.53,11.55]",11.53,11.55,0.025,tmp,0,0,3.2332812415799966e-5,tmp_jja,jja
640,"(11.55,11.57]",11.55,11.57,0.025,tmp,0,0,3.2332812415799966e-5,tmp_jja,jja
641,"(11.57,11.6]",11.57,11.6,0.025,tmp,0,0,6.466562483159993e-5,tmp_jja,jja
642,"(11.6,11.62]",11.6,11.62,0.025,tmp,0,0,5.388802069299995e-5,tmp_jja,jja
643,"(11.62,11.65]",11.62,11.65,0.025,tmp,0,0,6.466562483159993e-5,tmp_jja,jja
644,"(11.68,11.7]",11.68,11.7,0.025,tmp,0,0,3.2332812415799966e-5,tmp_jja,jja
645,"(11.7,11.73]",11.7,11.73,0.025,tmp,0,0,7.544322897019993e-5,tmp_jja,jja
646,"(11.73,11.75]",11.73,11.75,0.025,tmp,0,0,3.2332812415799966e-5,tmp_jja,jja
647,"(11.75,11.78]",11.75,11.78,0.025,tmp,0,0,2.1555208277199977e-5,tmp_jja,jja
648,"(11.78,11.8]",11.78,11.8,0.025,tmp,0,0,3.2332812415799966e-5,tmp_jja,jja
649,"(11.8,11.82]",11.8,11.82,0.025,tmp,0,0,3.2332812415799966e-5,tmp_jja,jja
650,"(11.82,11.85]",11.82,11.85,0.025,tmp,0,0,3.2332812415799966e-5,tmp_jja,jja
651,"(11.85,11.88]",11.85,11.88,0.025,tmp,0,0,3.2332812415799966e-5,tmp_jja,jja
652,"(11.88,11.9]",11.88,11.9,0.025,tmp,0,0,8.622083310879991e-5,tmp_jja,jja
653,"(11.9,11.93]",11.9,11.93,0.025,tmp,0,0,1.0777604138599989e-5,tmp_jja,jja
654,"(11.93,11.95]",11.93,11.95,0.025,tmp,0,0,3.2332812415799966e-5,tmp_jja,jja
655,"(11.95,11.98]",11.95,11.98,0.025,tmp,0,0,3.2332812415799966e-5,tmp_jja,jja
656,"(11.98,12]",11.98,12,0.025,tmp,0,0,5.388802069299995e-5,tmp_jja,jja
657,"(12,12.03]",12,12.03,0.025,tmp,0,0,3.2332812415799966e-5,tmp_jja,jja
658,"(12.03,12.05]",12.03,12.05,0.025,tmp,0,0,3.2332812415799966e-5,tmp_jja,jja
659,"(12.05,12.07]",12.05,12.07,0.025,tmp,0,0,9.69984372473999e-5,tmp_jja,jja
660,"(12.1,12.12]",12.1,12.12,0.025,tmp,0,0,5.388802069299995e-5,tmp_jja,jja
661,"(12.12,12.15]",12.12,12.15,0.025,tmp,0,0,7.544322897019993e-5,tmp_jja,jja
662,"(12.15,12.18]",12.15,12.18,0.025,tmp,0,0,4.3110416554399954e-5,tmp_jja,jja
663,"(12.18,12.2]",12.18,12.2,0.025,tmp,0,0,3.2332812415799966e-5,tmp_jja,jja
664,"(12.2,12.23]",12.2,12.23,0.025,tmp,0,0,4.3110416554399954e-5,tmp_jja,jja
665,"(12.23,12.25]",12.23,12.25,0.025,tmp,0,0,3.2332812415799966e-5,tmp_jja,jja
666,"(12.25,12.28]",12.25,12.28,0.025,tmp,0,0,5.388802069299995e-5,tmp_jja,jja
667,"(12.28,12.3]",12.28,12.3,0.025,tmp,0,0,2.1555208277199977e-5,tmp_jja,jja
668,"(12.3,12.32]",12.3,12.32,0.025,tmp,0,0,4.3110416554399954e-5,tmp_jja,jja
669,"(12.32,12.35]",12.32,12.35,0.025,tmp,0,0,3.2332812415799966e-5,tmp_jja,jja
670,"(12.35,12.38]",12.35,12.38,0.025,tmp,0,0,2.1555208277199977e-5,tmp_jja,jja
671,"(12.38,12.4]",12.38,12.4,0.025,tmp,0,0,3.2332812415799966e-5,tmp_jja,jja
